rasn,prefix,as_path
152694,1.2.0.0/16,"(152694, 132280, 9505, 2152, 25)"
152695,1.2.0.0/16,"(152695, 13335, 2152, 25)"
152698,1.2.0.0/16,"(152698, 138043, 58717, 6461, 10886, 27)"
152699,1.2.0.0/16,"(152699, 60068, 2516, 2152, 25)"
152700,1.2.0.0/16,"(152700, 21859, 2152, 25)"
152703,1.2.0.0/16,"(152703, 55850, 293, 10886, 27)"
152704,1.2.0.0/16,"(152704, 983, 9505, 2152, 25)"
152705,1.2.0.0/16,"(152705, 134365, 6939, 2152, 25)"
152707,1.2.0.0/16,"(152707, 140228, 17494, 6461, 10886, 27)"
152709,1.2.0.0/16,"(152709, 10075, 8220, 2152, 25)"
152710,1.2.0.0/16,"(152710, 146943, 55836, 13335, 2152, 25)"
152711,1.2.0.0/16,"(152711, 22427, 3356, 10886, 27)"
152712,1.2.0.0/16,"(152712, 4515, 6939, 2152, 25)"
152714,1.2.0.0/16,"(152714, 133766, 58717, 6461, 10886, 27)"
152715,1.2.0.0/16,"(152715, 17439, 17660, 42, 10886, 27)"
152716,1.2.0.0/16,"(152716, 58717, 6461, 10886, 27)"
152720,1.2.0.0/16,"(152720, 9498, 49544, 2152, 25)"
152721,1.2.0.0/16,"(152721, 9498, 49544, 2152, 25)"
152723,1.2.0.0/16,"(152723, 150178, 9505, 2152, 25)"
152724,1.2.0.0/16,"(152724, 5580, 6939, 2152, 25)"
152725,1.2.0.0/16,"(152725, 24323, 138915, 293, 10886, 27)"
152727,1.2.0.0/16,"(152727, 132280, 9505, 2152, 25)"
152731,1.2.0.0/16,"(152731, 9498, 49544, 2152, 25)"
152732,1.2.0.0/16,"(152732, 58682, 7575, 2152, 25)"
152733,1.2.0.0/16,"(152733, 24323, 138915, 293, 10886, 27)"
152735,1.2.0.0/16,"(152735, 7131, 49544, 2152, 25)"
152736,1.2.0.0/16,"(152736, 148979, 141047, 152144, 6939, 2152, 25)"
152738,1.2.0.0/16,"(152738, 24516, 9318, 2152, 25)"
152743,1.2.0.0/16,"(152743, 139983, 4800, 7575, 2152, 25)"
152744,1.2.0.0/16,"(152744, 16509, 2152, 25)"
152745,1.2.0.0/16,"(152745, 4800, 7575, 2152, 25)"
152746,1.2.0.0/16,"(152746, 55666, 6939, 2152, 25)"
152747,1.2.0.0/16,"(152747, 4761, 7575, 2152, 25)"
152748,1.2.0.0/16,"(152748, 7713, 42, 10886, 27)"
152749,1.2.0.0/16,"(152749, 55655, 9505, 2152, 25)"
152753,1.2.0.0/16,"(152753, 138840, 8220, 2152, 25)"
152754,1.2.0.0/16,"(152754, 141985, 24482, 714, 2152, 25)"
152756,1.2.0.0/16,"(152756, 55655, 9505, 2152, 25)"
152757,1.2.0.0/16,"(152757, 45147, 49544, 2152, 25)"
152758,1.2.0.0/16,"(152758, 138840, 8220, 2152, 25)"
152759,1.2.0.0/16,"(152759, 45296, 7575, 2152, 25)"
152760,1.2.0.0/16,"(152760, 56258, 6939, 2152, 25)"
152762,1.2.0.0/16,"(152762, 138840, 8220, 2152, 25)"
152764,1.2.0.0/16,"(152764, 55655, 9505, 2152, 25)"
152765,1.2.0.0/16,"(152765, 7713, 42, 10886, 27)"
152766,1.2.0.0/16,"(152766, 24534, 174, 10886, 27)"
152767,1.2.0.0/16,"(152767, 138840, 8220, 2152, 25)"
152768,1.2.0.0/16,"(152768, 4800, 7575, 2152, 25)"
152769,1.2.0.0/16,"(152769, 24482, 714, 2152, 25)"
152770,1.2.0.0/16,"(152770, 55655, 9505, 2152, 25)"
152771,1.2.0.0/16,"(152771, 136106, 7575, 2152, 25)"
152773,1.2.0.0/16,"(152773, 24482, 714, 2152, 25)"
152775,1.2.0.0/16,"(152775, 24482, 714, 2152, 25)"
152776,1.2.0.0/16,"(152776, 4761, 7575, 2152, 25)"
152777,1.2.0.0/16,"(152777, 24482, 714, 2152, 25)"
152779,1.2.0.0/16,"(152779, 134654, 6939, 2152, 25)"
152780,1.2.0.0/16,"(152780, 4800, 7575, 2152, 25)"
152781,1.2.0.0/16,"(152781, 4761, 7575, 2152, 25)"
152782,1.2.0.0/16,"(152782, 45296, 7575, 2152, 25)"
152783,1.2.0.0/16,"(152783, 24482, 714, 2152, 25)"
152785,1.2.0.0/16,"(152785, 136055, 24482, 714, 2152, 25)"
152787,1.2.0.0/16,"(152787, 199524, 2152, 25)"
152788,1.2.0.0/16,"(152788, 138840, 8220, 2152, 25)"
152789,1.2.0.0/16,"(152789, 138840, 8220, 2152, 25)"
152790,1.2.0.0/16,"(152790, 149662, 24482, 714, 2152, 25)"
152791,1.2.0.0/16,"(152791, 58819, 7713, 714, 2152, 25)"
152793,1.2.0.0/16,"(152793, 55655, 9505, 2152, 25)"
152794,1.2.0.0/16,"(152794, 7632, 9505, 2152, 25)"
152795,1.2.0.0/16,"(152795, 17451, 7575, 2152, 25)"
152796,1.2.0.0/16,"(152796, 38158, 49544, 2152, 25)"
152797,1.2.0.0/16,"(152797, 55685, 14907, 2152, 25)"
152798,1.2.0.0/16,"(152798, 24482, 714, 2152, 25)"
152799,1.2.0.0/16,"(152799, 24482, 714, 2152, 25)"
152800,1.2.0.0/16,"(152800, 4800, 7575, 2152, 25)"
152801,1.2.0.0/16,"(152801, 24534, 174, 10886, 27)"
152802,1.2.0.0/16,"(152802, 55655, 9505, 2152, 25)"
152803,1.2.0.0/16,"(152803, 38158, 49544, 2152, 25)"
152805,1.2.0.0/16,"(152805, 55655, 9505, 2152, 25)"
152806,1.2.0.0/16,"(152806, 24482, 714, 2152, 25)"
152808,1.2.0.0/16,"(152808, 140429, 24482, 714, 2152, 25)"
152809,1.2.0.0/16,"(152809, 55655, 9505, 2152, 25)"
152810,1.2.0.0/16,"(152810, 138840, 8220, 2152, 25)"
152811,1.2.0.0/16,"(152811, 23947, 293, 10886, 27)"
152812,1.2.0.0/16,"(152812, 136106, 7575, 2152, 25)"
152813,1.2.0.0/16,"(152813, 4787, 150279, 6939, 2152, 25)"
152815,1.2.0.0/16,"(152815, 38158, 49544, 2152, 25)"
152816,1.2.0.0/16,"(152816, 138840, 8220, 2152, 25)"
152817,1.2.0.0/16,"(152817, 4800, 7575, 2152, 25)"
152818,1.2.0.0/16,"(152818, 55655, 9505, 2152, 25)"
152819,1.2.0.0/16,"(152819, 24534, 174, 10886, 27)"
152820,1.2.0.0/16,"(152820, 24482, 714, 2152, 25)"
152822,1.2.0.0/16,"(152822, 7713, 42, 10886, 27)"
152823,1.2.0.0/16,"(152823, 142373, 24482, 714, 2152, 25)"
152824,1.2.0.0/16,"(152824, 4761, 7575, 2152, 25)"
152825,1.2.0.0/16,"(152825, 6939, 2152, 25)"
152826,1.2.0.0/16,"(152826, 55685, 49544, 2152, 25)"
152827,1.2.0.0/16,"(152827, 138840, 8220, 2152, 25)"
152828,1.2.0.0/16,"(152828, 4800, 7575, 2152, 25)"
152829,1.2.0.0/16,"(152829, 55655, 9505, 2152, 25)"
152830,1.2.0.0/16,"(152830, 6939, 2152, 25)"
152831,1.2.0.0/16,"(152831, 138840, 8220, 2152, 25)"
152832,1.2.0.0/16,"(152832, 23947, 293, 10886, 27)"
152833,1.2.0.0/16,"(152833, 24534, 174, 10886, 27)"
152835,1.2.0.0/16,"(152835, 138840, 8220, 2152, 25)"
152836,1.2.0.0/16,"(152836, 24534, 174, 10886, 27)"
152837,1.2.0.0/16,"(152837, 136106, 7575, 2152, 25)"
152838,1.2.0.0/16,"(152838, 64313, 14907, 2152, 25)"
152839,1.2.0.0/16,"(152839, 55655, 9505, 2152, 25)"
152841,1.2.0.0/16,"(152841, 24482, 714, 2152, 25)"
152842,1.2.0.0/16,"(152842, 9905, 7713, 714, 2152, 25)"
152847,1.2.0.0/16,"(152847, 23673, 42, 10886, 27)"
152848,1.2.0.0/16,"(152848, 58779, 49544, 2152, 25)"
152850,1.2.0.0/16,"(152850, 150178, 9505, 2152, 25)"
152851,1.2.0.0/16,"(152851, 20473, 293, 10886, 27)"
152852,1.2.0.0/16,"(152852, 136557, 42, 10886, 27)"
152854,1.2.0.0/16,"(152854, 4515, 6939, 2152, 25)"
152858,1.2.0.0/16,"(152858, 6939, 2152, 25)"
152859,1.2.0.0/16,"(152859, 4713, 2516, 2152, 25)"
152861,1.2.0.0/16,"(152861, 2907, 101, 2152, 25)"
152865,1.2.0.0/16,"(152865, 38074, 44324, 6939, 2152, 25)"
152868,1.2.0.0/16,"(152868, 21859, 2152, 25)"
152869,1.2.0.0/16,"(152869, 2516, 2152, 25)"
152878,1.2.0.0/16,"(152878, 4766, 2152, 25)"
152879,1.2.0.0/16,"(152879, 12189, 6939, 2152, 25)"
152880,1.2.0.0/16,"(152880, 6939, 2152, 25)"
152882,1.2.0.0/16,"(152882, 24516, 9318, 2152, 25)"
152886,1.2.0.0/16,"(152886, 10075, 8220, 2152, 25)"
152893,1.2.0.0/16,"(152893, 142125, 6939, 2152, 25)"
152899,1.2.0.0/16,"(152899, 13335, 2152, 25)"
152903,1.2.0.0/16,"(152903, 3758, 6461, 10886, 27)"
152905,1.2.0.0/16,"(152905, 6939, 2152, 25)"
152906,1.2.0.0/16,"(152906, 58945, 9505, 2152, 25)"
152908,1.2.0.0/16,"(152908, 7474, 714, 2152, 25)"
152909,1.2.0.0/16,"(152909, 49544, 2152, 25)"
152915,1.2.0.0/16,"(152915, 7470, 6939, 2152, 25)"
152916,1.2.0.0/16,"(152916, 9230, 17494, 6461, 10886, 27)"
152919,1.2.0.0/16,"(152919, 10103, 6939, 2152, 25)"
152920,1.2.0.0/16,"(152920, 20473, 293, 10886, 27)"
152924,1.2.0.0/16,"(152924, 18229, 17660, 42, 10886, 27)"
152928,1.2.0.0/16,"(152928, 58717, 6461, 10886, 27)"
152929,1.2.0.0/16,"(152929, 139009, 9505, 2152, 25)"
152932,1.2.0.0/16,"(152932, 58717, 6461, 10886, 27)"
152934,1.2.0.0/16,"(152934, 18403, 9505, 2152, 25)"
152935,1.2.0.0/16,"(152935, 18403, 9505, 2152, 25)"
152940,1.2.0.0/16,"(152940, 45903, 9505, 2152, 25)"
152944,1.2.0.0/16,"(152944, 45903, 9505, 2152, 25)"
152945,1.2.0.0/16,"(152945, 18403, 9505, 2152, 25)"
152947,1.2.0.0/16,"(152947, 18403, 9505, 2152, 25)"
152949,1.2.0.0/16,"(152949, 18403, 9505, 2152, 25)"
152953,1.2.0.0/16,"(152953, 18403, 9505, 2152, 25)"
152955,1.2.0.0/16,"(152955, 18403, 9505, 2152, 25)"
152959,1.2.0.0/16,"(152959, 18403, 9505, 2152, 25)"
152968,1.2.0.0/16,"(152968, 7552, 49544, 2152, 25)"
152969,1.2.0.0/16,"(152969, 18403, 9505, 2152, 25)"
152974,1.2.0.0/16,"(152974, 18403, 9505, 2152, 25)"
152976,1.2.0.0/16,"(152976, 18403, 9505, 2152, 25)"
152978,1.2.0.0/16,"(152978, 18403, 9505, 2152, 25)"
152980,1.2.0.0/16,"(152980, 18403, 9505, 2152, 25)"
152981,1.2.0.0/16,"(152981, 18403, 9505, 2152, 25)"
152983,1.2.0.0/16,"(152983, 149107, 18403, 9505, 2152, 25)"
152989,1.2.0.0/16,"(152989, 18403, 9505, 2152, 25)"
152990,1.2.0.0/16,"(152990, 45899, 9505, 2152, 25)"
152993,1.2.0.0/16,"(152993, 18403, 9505, 2152, 25)"
152994,1.2.0.0/16,"(152994, 18403, 9505, 2152, 25)"
152999,1.2.0.0/16,"(152999, 138997, 6939, 2152, 25)"
153003,1.2.0.0/16,"(153003, 38731, 21859, 2152, 25)"
153004,1.2.0.0/16,"(153004, 7552, 49544, 2152, 25)"
153022,1.2.0.0/16,"(153022, 38731, 21859, 2152, 25)"
153032,1.2.0.0/16,"(153032, 18403, 9505, 2152, 25)"
153035,1.2.0.0/16,"(153035, 10083, 7575, 2152, 25)"
153038,1.2.0.0/16,"(153038, 10075, 8220, 2152, 25)"
153040,1.2.0.0/16,"(153040, 132335, 17660, 42, 10886, 27)"
153041,1.2.0.0/16,"(153041, 15830, 42, 10886, 27)"
153042,1.2.0.0/16,"(153042, 4826, 293, 10886, 27)"
153043,1.2.0.0/16,"(153043, 15830, 42, 10886, 27)"
153044,1.2.0.0/16,"(153044, 135589, 4651, 3356, 10886, 27)"
153045,1.2.0.0/16,"(153045, 132923, 9498, 49544, 2152, 25)"
153048,1.2.0.0/16,"(153048, 10075, 8220, 2152, 25)"
153049,1.2.0.0/16,"(153049, 7474, 714, 2152, 25)"
153050,1.2.0.0/16,"(153050, 140736, 6939, 2152, 25)"
153053,1.2.0.0/16,"(153053, 24516, 42, 10886, 27)"
153055,1.2.0.0/16,"(153055, 4775, 7575, 2152, 25)"
153056,1.2.0.0/16,"(153056, 9498, 49544, 2152, 25)"
153059,1.2.0.0/16,"(153059, 138840, 8220, 2152, 25)"
153060,1.2.0.0/16,"(153060, 138089, 32590, 2152, 25)"
153062,1.2.0.0/16,"(153062, 4761, 7575, 2152, 25)"
153063,1.2.0.0/16,"(153063, 24482, 714, 2152, 25)"
153064,1.2.0.0/16,"(153064, 4800, 7575, 2152, 25)"
153065,1.2.0.0/16,"(153065, 136106, 7575, 2152, 25)"
153067,1.2.0.0/16,"(153067, 4787, 150279, 6939, 2152, 25)"
153068,1.2.0.0/16,"(153068, 6939, 2152, 25)"
153069,1.2.0.0/16,"(153069, 138128, 7575, 2152, 25)"
153070,1.2.0.0/16,"(153070, 138840, 8220, 2152, 25)"
153073,1.2.0.0/16,"(153073, 64315, 32590, 2152, 25)"
153075,1.2.0.0/16,"(153075, 7713, 42, 10886, 27)"
153076,1.2.0.0/16,"(153076, 4787, 150279, 6939, 2152, 25)"
153077,1.2.0.0/16,"(153077, 23951, 32590, 2152, 25)"
153078,1.2.0.0/16,"(153078, 136106, 7575, 2152, 25)"
153079,1.2.0.0/16,"(153079, 136106, 7575, 2152, 25)"
153082,1.2.0.0/16,"(153082, 138840, 8220, 2152, 25)"
153083,1.2.0.0/16,"(153083, 55655, 9505, 2152, 25)"
153084,1.2.0.0/16,"(153084, 7713, 42, 10886, 27)"
153085,1.2.0.0/16,"(153085, 24482, 714, 2152, 25)"
153086,1.2.0.0/16,"(153086, 131111, 24482, 714, 2152, 25)"
153087,1.2.0.0/16,"(153087, 7575, 2152, 25)"
153088,1.2.0.0/16,"(153088, 4761, 7575, 2152, 25)"
153091,1.2.0.0/16,"(153091, 150279, 6939, 2152, 25)"
153092,1.2.0.0/16,"(153092, 138840, 8220, 2152, 25)"
153093,1.2.0.0/16,"(153093, 134654, 6939, 2152, 25)"
153096,1.2.0.0/16,"(153096, 24482, 714, 2152, 25)"
153100,1.2.0.0/16,"(153100, 24482, 714, 2152, 25)"
153101,1.2.0.0/16,"(153101, 136106, 7575, 2152, 25)"
153102,1.2.0.0/16,"(153102, 38156, 24482, 714, 2152, 25)"
153105,1.2.0.0/16,"(153105, 24482, 714, 2152, 25)"
153106,1.2.0.0/16,"(153106, 56258, 6939, 2152, 25)"
153107,1.2.0.0/16,"(153107, 136106, 7575, 2152, 25)"
153108,1.2.0.0/16,"(153108, 141955, 199524, 2152, 25)"
153110,1.2.0.0/16,"(153110, 55655, 9505, 2152, 25)"
153111,1.2.0.0/16,"(153111, 136106, 7575, 2152, 25)"
153112,1.2.0.0/16,"(153112, 24482, 714, 2152, 25)"
153114,1.2.0.0/16,"(153114, 131746, 24482, 714, 2152, 25)"
153116,1.2.0.0/16,"(153116, 45296, 7575, 2152, 25)"
153117,1.2.0.0/16,"(153117, 55655, 9505, 2152, 25)"
153118,1.2.0.0/16,"(153118, 4800, 7575, 2152, 25)"
153119,1.2.0.0/16,"(153119, 142331, 138089, 32590, 2152, 25)"
153121,1.2.0.0/16,"(153121, 138128, 7575, 2152, 25)"
153122,1.2.0.0/16,"(153122, 24482, 714, 2152, 25)"
153123,1.2.0.0/16,"(153123, 4761, 7575, 2152, 25)"
153124,1.2.0.0/16,"(153124, 55655, 9505, 2152, 25)"
153125,1.2.0.0/16,"(153125, 138840, 8220, 2152, 25)"
153126,1.2.0.0/16,"(153126, 4800, 7575, 2152, 25)"
153127,1.2.0.0/16,"(153127, 64315, 32590, 2152, 25)"
153128,1.2.0.0/16,"(153128, 55685, 49544, 2152, 25)"
153129,1.2.0.0/16,"(153129, 24482, 714, 2152, 25)"
153131,1.2.0.0/16,"(153131, 24534, 174, 10886, 27)"
153132,1.2.0.0/16,"(153132, 136106, 7575, 2152, 25)"
153135,1.2.0.0/16,"(153135, 136106, 7575, 2152, 25)"
153139,1.2.0.0/16,"(153139, 45296, 7575, 2152, 25)"
153140,1.2.0.0/16,"(153140, 58369, 24482, 714, 2152, 25)"
153141,1.2.0.0/16,"(153141, 24482, 714, 2152, 25)"
153142,1.2.0.0/16,"(153142, 4761, 7575, 2152, 25)"
153143,1.2.0.0/16,"(153143, 59278, 24482, 714, 2152, 25)"
153144,1.2.0.0/16,"(153144, 7575, 2152, 25)"
153145,1.2.0.0/16,"(153145, 138840, 8220, 2152, 25)"
153146,1.2.0.0/16,"(153146, 138840, 8220, 2152, 25)"
153148,1.2.0.0/16,"(153148, 4800, 7575, 2152, 25)"
153149,1.2.0.0/16,"(153149, 4787, 150279, 6939, 2152, 25)"
153150,1.2.0.0/16,"(153150, 24198, 6939, 2152, 25)"
153151,1.2.0.0/16,"(153151, 138840, 8220, 2152, 25)"
153152,1.2.0.0/16,"(153152, 23947, 293, 10886, 27)"
153153,1.2.0.0/16,"(153153, 55655, 9505, 2152, 25)"
153154,1.2.0.0/16,"(153154, 142360, 24482, 714, 2152, 25)"
153155,1.2.0.0/16,"(153155, 7717, 4637, 42, 10886, 27)"
153156,1.2.0.0/16,"(153156, 24534, 174, 10886, 27)"
153157,1.2.0.0/16,"(153157, 56258, 6939, 2152, 25)"
153158,1.2.0.0/16,"(153158, 24534, 174, 10886, 27)"
153160,1.2.0.0/16,"(153160, 49544, 2152, 25)"
153162,1.2.0.0/16,"(153162, 7545, 6939, 2152, 25)"
153163,1.2.0.0/16,"(153163, 4618, 9505, 2152, 25)"
153164,1.2.0.0/16,"(153164, 133210, 7575, 2152, 25)"
153166,1.2.0.0/16,"(153166, 135607, 6939, 2152, 25)"
153173,1.2.0.0/16,"(153173, 45177, 49544, 2152, 25)"
153174,1.2.0.0/16,"(153174, 17639, 714, 2152, 25)"
153175,1.2.0.0/16,"(153175, 59105, 42, 10886, 27)"
153176,1.2.0.0/16,"(153176, 6939, 2152, 25)"
153177,1.2.0.0/16,"(153177, 18390, 6939, 2152, 25)"
153178,1.2.0.0/16,"(153178, 4826, 293, 10886, 27)"
153180,1.2.0.0/16,"(153180, 64073, 42, 10886, 27)"
153181,1.2.0.0/16,"(153181, 9829, 286, 42, 10886, 27)"
153182,1.2.0.0/16,"(153182, 132280, 9505, 2152, 25)"
153183,1.2.0.0/16,"(153183, 6939, 2152, 25)"
153184,1.2.0.0/16,"(153184, 4826, 293, 10886, 27)"
153191,1.2.0.0/16,"(153191, 58453, 42, 10886, 27)"
153192,1.2.0.0/16,"(153192, 135562, 6939, 2152, 25)"
153193,1.2.0.0/16,"(153193, 3491, 293, 10886, 27)"
153197,1.2.0.0/16,"(153197, 4826, 293, 10886, 27)"
153200,1.2.0.0/16,"(153200, 135607, 6939, 2152, 25)"
153208,1.2.0.0/16,"(153208, 132559, 17660, 42, 10886, 27)"
153209,1.2.0.0/16,"(153209, 132335, 17660, 42, 10886, 27)"
153211,1.2.0.0/16,"(153211, 45804, 17660, 42, 10886, 27)"
153214,1.2.0.0/16,"(153214, 9498, 49544, 2152, 25)"
153215,1.2.0.0/16,"(153215, 137085, 17660, 42, 10886, 27)"
153216,1.2.0.0/16,"(153216, 140171, 17660, 42, 10886, 27)"
153221,1.2.0.0/16,"(153221, 9829, 286, 42, 10886, 27)"
153222,1.2.0.0/16,"(153222, 9498, 49544, 2152, 25)"
153224,1.2.0.0/16,"(153224, 149240, 17660, 42, 10886, 27)"
153225,1.2.0.0/16,"(153225, 18229, 17660, 42, 10886, 27)"
153228,1.2.0.0/16,"(153228, 140641, 16276, 2152, 25)"
153229,1.2.0.0/16,"(153229, 134041, 134916, 17660, 42, 10886, 27)"
153233,1.2.0.0/16,"(153233, 133989, 17660, 42, 10886, 27)"
153234,1.2.0.0/16,"(153234, 18229, 17660, 42, 10886, 27)"
153236,1.2.0.0/16,"(153236, 18229, 17660, 42, 10886, 27)"
153239,1.2.0.0/16,"(153239, 17660, 42, 10886, 27)"
153240,1.2.0.0/16,"(153240, 45820, 132116, 17660, 42, 10886, 27)"
153241,1.2.0.0/16,"(153241, 45117, 55836, 13335, 2152, 25)"
153243,1.2.0.0/16,"(153243, 9730, 9498, 49544, 2152, 25)"
153244,1.2.0.0/16,"(153244, 17439, 17660, 42, 10886, 27)"
153250,1.2.0.0/16,"(153250, 17439, 17660, 42, 10886, 27)"
153251,1.2.0.0/16,"(153251, 133317, 9498, 49544, 2152, 25)"
153253,1.2.0.0/16,"(153253, 132770, 17660, 42, 10886, 27)"
153254,1.2.0.0/16,"(153254, 9730, 9498, 49544, 2152, 25)"
153255,1.2.0.0/16,"(153255, 132296, 17660, 42, 10886, 27)"
153256,1.2.0.0/16,"(153256, 133989, 17660, 42, 10886, 27)"
153257,1.2.0.0/16,"(153257, 9498, 49544, 2152, 25)"
153258,1.2.0.0/16,"(153258, 18229, 17660, 42, 10886, 27)"
153259,1.2.0.0/16,"(153259, 9498, 49544, 2152, 25)"
153260,1.2.0.0/16,"(153260, 151690, 17660, 42, 10886, 27)"
153261,1.2.0.0/16,"(153261, 9730, 9498, 49544, 2152, 25)"
153262,1.2.0.0/16,"(153262, 147195, 17660, 42, 10886, 27)"
153263,1.2.0.0/16,"(153263, 17660, 42, 10886, 27)"
153264,1.2.0.0/16,"(153264, 55410, 9583, 6939, 2152, 25)"
153271,1.2.0.0/16,"(153271, 135848, 17660, 42, 10886, 27)"
153272,1.2.0.0/16,"(153272, 9583, 8220, 2152, 25)"
153274,1.2.0.0/16,"(153274, 134932, 6453, 174, 10886, 27)"
153275,1.2.0.0/16,"(153275, 9498, 49544, 2152, 25)"
153276,1.2.0.0/16,"(153276, 133720, 17660, 42, 10886, 27)"
153277,1.2.0.0/16,"(153277, 9730, 9498, 49544, 2152, 25)"
153279,1.2.0.0/16,"(153279, 133989, 17660, 42, 10886, 27)"
153281,1.2.0.0/16,"(153281, 151690, 17660, 42, 10886, 27)"
153284,1.2.0.0/16,"(153284, 45820, 132116, 17660, 42, 10886, 27)"
153288,1.2.0.0/16,"(153288, 9498, 49544, 2152, 25)"
153290,1.2.0.0/16,"(153290, 18229, 17660, 42, 10886, 27)"
153291,1.2.0.0/16,"(153291, 17660, 42, 10886, 27)"
153292,1.2.0.0/16,"(153292, 140148, 17660, 42, 10886, 27)"
153294,1.2.0.0/16,"(153294, 140641, 16276, 2152, 25)"
153299,1.2.0.0/16,"(153299, 4755, 6421, 6939, 2152, 25)"
153300,1.2.0.0/16,"(153300, 140641, 16276, 2152, 25)"
153301,1.2.0.0/16,"(153301, 132215, 17660, 42, 10886, 27)"
153302,1.2.0.0/16,"(153302, 149240, 17660, 42, 10886, 27)"
153305,1.2.0.0/16,"(153305, 146943, 55836, 13335, 2152, 25)"
153306,1.2.0.0/16,"(153306, 45177, 49544, 2152, 25)"
153307,1.2.0.0/16,"(153307, 58655, 6939, 2152, 25)"
153310,1.2.0.0/16,"(153310, 9230, 17494, 6461, 10886, 27)"
153312,1.2.0.0/16,"(153312, 45177, 49544, 2152, 25)"
153313,1.2.0.0/16,"(153313, 9498, 49544, 2152, 25)"
153314,1.2.0.0/16,"(153314, 7473, 2516, 2152, 25)"
153315,1.2.0.0/16,"(153315, 38195, 293, 10886, 27)"
153316,1.2.0.0/16,"(153316, 63961, 134148, 293, 10886, 27)"
153318,1.2.0.0/16,"(153318, 132781, 9498, 49544, 2152, 25)"
153319,1.2.0.0/16,"(153319, 20473, 293, 10886, 27)"
153320,1.2.0.0/16,"(153320, 18403, 9505, 2152, 25)"
153322,1.2.0.0/16,"(153322, 17639, 42, 10886, 27)"
153323,1.2.0.0/16,"(153323, 55330, 12297, 6939, 2152, 25)"
153324,1.2.0.0/16,"(153324, 55330, 12297, 6939, 2152, 25)"
153325,1.2.0.0/16,"(153325, 931, 174, 10886, 27)"
153327,1.2.0.0/16,"(153327, 134654, 6939, 2152, 25)"
153328,1.2.0.0/16,"(153328, 140641, 16276, 2152, 25)"
153329,1.2.0.0/16,"(153329, 58629, 132884, 17660, 42, 10886, 27)"
153334,1.2.0.0/16,"(153334, 132372, 199524, 2152, 25)"
153335,1.2.0.0/16,"(153335, 133073, 6453, 7342, 2152, 25)"
153336,1.2.0.0/16,"(153336, 58505, 6939, 2152, 25)"
153337,1.2.0.0/16,"(153337, 58656, 3223, 174, 10886, 27)"
153340,1.2.0.0/16,"(153340, 142295, 17557, 2516, 2152, 25)"
153343,1.2.0.0/16,"(153343, 139009, 9505, 2152, 25)"
153346,1.2.0.0/16,"(153346, 7575, 2152, 25)"
153347,1.2.0.0/16,"(153347, 10099, 9505, 2152, 25)"
153350,1.2.0.0/16,"(153350, 24516, 42, 10886, 27)"
153354,1.2.0.0/16,"(153354, 17557, 2516, 2152, 25)"
153355,1.2.0.0/16,"(153355, 17473, 49544, 2152, 25)"
153357,1.2.0.0/16,"(153357, 58955, 49544, 2152, 25)"
153358,1.2.0.0/16,"(153358, 150178, 9505, 2152, 25)"
153359,1.2.0.0/16,"(153359, 63927, 42, 10886, 27)"
153361,1.2.0.0/16,"(153361, 24323, 138915, 293, 10886, 27)"
153362,1.2.0.0/16,"(153362, 58717, 6461, 10886, 27)"
153364,1.2.0.0/16,"(153364, 7545, 6939, 2152, 25)"
153365,1.2.0.0/16,"(153365, 149994, 58715, 7575, 2152, 25)"
153367,1.2.0.0/16,"(153367, 18002, 17660, 42, 10886, 27)"
153369,1.2.0.0/16,"(153369, 52000, 6939, 2152, 25)"
153371,1.2.0.0/16,"(153371, 6939, 2152, 25)"
153373,1.2.0.0/16,"(153373, 7545, 6939, 2152, 25)"
153375,1.2.0.0/16,"(153375, 45177, 49544, 2152, 25)"
153377,1.2.0.0/16,"(153377, 23470, 6939, 2152, 25)"
153378,1.2.0.0/16,"(153378, 10075, 8220, 2152, 25)"
153379,1.2.0.0/16,"(153379, 58715, 14907, 2152, 25)"
153381,1.2.0.0/16,"(153381, 135895, 49544, 2152, 25)"
153382,1.2.0.0/16,"(153382, 7713, 42, 10886, 27)"
153385,1.2.0.0/16,"(153385, 10075, 8220, 2152, 25)"
153389,1.2.0.0/16,"(153389, 9790, 42, 10886, 27)"
153390,1.2.0.0/16,"(153390, 138423, 38193, 6461, 10886, 27)"
153392,1.2.0.0/16,"(153392, 58717, 6461, 10886, 27)"
153393,1.2.0.0/16,"(153393, 40156, 174, 10886, 27)"
153394,1.2.0.0/16,"(153394, 55330, 12297, 6939, 2152, 25)"
153395,1.2.0.0/16,"(153395, 24323, 138915, 293, 10886, 27)"
153397,1.2.0.0/16,"(153397, 17559, 49544, 2152, 25)"
153398,1.2.0.0/16,"(153398, 53587, 49544, 2152, 25)"
153399,1.2.0.0/16,"(153399, 135069, 7575, 2152, 25)"
153403,1.2.0.0/16,"(153403, 18403, 9505, 2152, 25)"
153407,1.2.0.0/16,"(153407, 18403, 9505, 2152, 25)"
153413,1.2.0.0/16,"(153413, 18403, 9505, 2152, 25)"
153416,1.2.0.0/16,"(153416, 18403, 9505, 2152, 25)"
153418,1.2.0.0/16,"(153418, 174, 10886, 27)"
153428,1.2.0.0/16,"(153428, 63731, 21859, 2152, 25)"
153429,1.2.0.0/16,"(153429, 18403, 9505, 2152, 25)"
153430,1.2.0.0/16,"(153430, 18403, 9505, 2152, 25)"
153433,1.2.0.0/16,"(153433, 18403, 9505, 2152, 25)"
