rasn,prefix,as_path
153447,1.2.0.0/16,"(153447, 140825, 18403, 9505, 2152, 25)"
153451,1.2.0.0/16,"(153451, 4764, 2635, 2152, 25)"
153454,1.2.0.0/16,"(153454, 133210, 7575, 2152, 25)"
153455,1.2.0.0/16,"(153455, 152107, 17639, 714, 2152, 25)"
153459,1.2.0.0/16,"(153459, 45458, 10099, 42, 10886, 27)"
153466,1.2.0.0/16,"(153466, 6939, 2152, 25)"
153467,1.2.0.0/16,"(153467, 1221, 8075, 2152, 25)"
153469,1.2.0.0/16,"(153469, 135607, 6939, 2152, 25)"
153470,1.2.0.0/16,"(153470, 10075, 8220, 2152, 25)"
153472,1.2.0.0/16,"(153472, 7545, 6939, 2152, 25)"
153478,1.2.0.0/16,"(153478, 132366, 58682, 7575, 2152, 25)"
153479,1.2.0.0/16,"(153479, 23947, 293, 10886, 27)"
153480,1.2.0.0/16,"(153480, 24482, 714, 2152, 25)"
153481,1.2.0.0/16,"(153481, 152018, 55655, 9505, 2152, 25)"
153483,1.2.0.0/16,"(153483, 10075, 8220, 2152, 25)"
153485,1.2.0.0/16,"(153485, 136106, 7575, 2152, 25)"
153486,1.2.0.0/16,"(153486, 4761, 7575, 2152, 25)"
153487,1.2.0.0/16,"(153487, 9230, 17494, 6461, 10886, 27)"
153490,1.2.0.0/16,"(153490, 10075, 8220, 2152, 25)"
153491,1.2.0.0/16,"(153491, 9832, 58682, 7575, 2152, 25)"
153492,1.2.0.0/16,"(153492, 147090, 4800, 7575, 2152, 25)"
153493,1.2.0.0/16,"(153493, 63961, 134148, 293, 10886, 27)"
153494,1.2.0.0/16,"(153494, 53587, 49544, 2152, 25)"
153495,1.2.0.0/16,"(153495, 20473, 293, 10886, 27)"
153499,1.2.0.0/16,"(153499, 18403, 9505, 2152, 25)"
153500,1.2.0.0/16,"(153500, 149107, 18403, 9505, 2152, 25)"
153502,1.2.0.0/16,"(153502, 18403, 9505, 2152, 25)"
153511,1.2.0.0/16,"(153511, 55655, 9505, 2152, 25)"
153514,1.2.0.0/16,"(153514, 38158, 49544, 2152, 25)"
153517,1.2.0.0/16,"(153517, 140096, 6939, 2152, 25)"
153518,1.2.0.0/16,"(153518, 9498, 49544, 2152, 25)"
153519,1.2.0.0/16,"(153519, 4761, 7575, 2152, 25)"
153520,1.2.0.0/16,"(153520, 38158, 49544, 2152, 25)"
153521,1.2.0.0/16,"(153521, 24482, 714, 2152, 25)"
153524,1.2.0.0/16,"(153524, 45296, 7575, 2152, 25)"
153526,1.2.0.0/16,"(153526, 6939, 2152, 25)"
153528,1.2.0.0/16,"(153528, 56054, 58715, 14907, 2152, 25)"
153530,1.2.0.0/16,"(153530, 58717, 6461, 10886, 27)"
153531,1.2.0.0/16,"(153531, 146943, 55836, 13335, 2152, 25)"
153533,1.2.0.0/16,"(153533, 139718, 138423, 38193, 6461, 10886, 27)"
153535,1.2.0.0/16,"(153535, 18403, 9505, 2152, 25)"
153536,1.2.0.0/16,"(153536, 18403, 9505, 2152, 25)"
153538,1.2.0.0/16,"(153538, 7713, 42, 10886, 27)"
153539,1.2.0.0/16,"(153539, 18403, 9505, 2152, 25)"
153543,1.2.0.0/16,"(153543, 18403, 9505, 2152, 25)"
153546,1.2.0.0/16,"(153546, 7713, 42, 10886, 27)"
153547,1.2.0.0/16,"(153547, 6939, 2152, 25)"
153548,1.2.0.0/16,"(153548, 9230, 17494, 6461, 10886, 27)"
153549,1.2.0.0/16,"(153549, 132148, 45558, 2516, 2152, 25)"
153550,1.2.0.0/16,"(153550, 58682, 7575, 2152, 25)"
153552,1.2.0.0/16,"(153552, 4761, 7575, 2152, 25)"
153556,1.2.0.0/16,"(153556, 10075, 8220, 2152, 25)"
153557,1.2.0.0/16,"(153557, 55330, 12297, 6939, 2152, 25)"
153559,1.2.0.0/16,"(153559, 140481, 24482, 714, 2152, 25)"
153560,1.2.0.0/16,"(153560, 398704, 9505, 2152, 25)"
153561,1.2.0.0/16,"(153561, 38193, 6461, 10886, 27)"
153563,1.2.0.0/16,"(153563, 4755, 6421, 6939, 2152, 25)"
153564,1.2.0.0/16,"(153564, 152565, 17660, 42, 10886, 27)"
153565,1.2.0.0/16,"(153565, 24482, 714, 2152, 25)"
153566,1.2.0.0/16,"(153566, 4007, 9498, 49544, 2152, 25)"
153568,1.2.0.0/16,"(153568, 23470, 6939, 2152, 25)"
153569,1.2.0.0/16,"(153569, 24323, 138915, 293, 10886, 27)"
153570,1.2.0.0/16,"(153570, 24198, 6939, 2152, 25)"
153571,1.2.0.0/16,"(153571, 58717, 6461, 10886, 27)"
153573,1.2.0.0/16,"(153573, 45147, 49544, 2152, 25)"
153575,1.2.0.0/16,"(153575, 4800, 7575, 2152, 25)"
153576,1.2.0.0/16,"(153576, 4761, 7575, 2152, 25)"
153577,1.2.0.0/16,"(153577, 138840, 8220, 2152, 25)"
153578,1.2.0.0/16,"(153578, 55655, 9505, 2152, 25)"
153579,1.2.0.0/16,"(153579, 138840, 8220, 2152, 25)"
153580,1.2.0.0/16,"(153580, 55655, 9505, 2152, 25)"
153581,1.2.0.0/16,"(153581, 55352, 55836, 13335, 2152, 25)"
153582,1.2.0.0/16,"(153582, 55690, 6939, 2152, 25)"
153583,1.2.0.0/16,"(153583, 45296, 7575, 2152, 25)"
153585,1.2.0.0/16,"(153585, 18403, 9505, 2152, 25)"
153589,1.2.0.0/16,"(153589, 1221, 8075, 2152, 25)"
153591,1.2.0.0/16,"(153591, 38731, 21859, 2152, 25)"
153597,1.2.0.0/16,"(153597, 24516, 9318, 2152, 25)"
153598,1.2.0.0/16,"(153598, 4764, 2635, 2152, 25)"
153599,1.2.0.0/16,"(153599, 140570, 49544, 2152, 25)"
153601,1.2.0.0/16,"(153601, 17995, 4800, 32590, 2152, 25)"
153603,1.2.0.0/16,"(153603, 55836, 13335, 2152, 25)"
153606,1.2.0.0/16,"(153606, 138926, 174, 10886, 27)"
153608,1.2.0.0/16,"(153608, 138840, 8220, 2152, 25)"
153609,1.2.0.0/16,"(153609, 7713, 42, 10886, 27)"
153611,1.2.0.0/16,"(153611, 18013, 9505, 2152, 25)"
153613,1.2.0.0/16,"(153613, 136557, 42, 10886, 27)"
153614,1.2.0.0/16,"(153614, 9304, 42, 10886, 27)"
153615,1.2.0.0/16,"(153615, 24482, 714, 2152, 25)"
153618,1.2.0.0/16,"(153618, 55655, 9505, 2152, 25)"
153619,1.2.0.0/16,"(153619, 9304, 42, 10886, 27)"
153623,1.2.0.0/16,"(153623, 38203, 59378, 6939, 2152, 25)"
153633,1.2.0.0/16,"(153633, 20473, 293, 10886, 27)"
153636,1.2.0.0/16,"(153636, 153480, 24482, 714, 2152, 25)"
153639,1.2.0.0/16,"(153639, 63473, 6939, 2152, 25)"
153642,1.2.0.0/16,"(153642, 1221, 8075, 2152, 25)"
153643,1.2.0.0/16,"(153643, 7545, 6939, 2152, 25)"
153644,1.2.0.0/16,"(153644, 139831, 7575, 2152, 25)"
153645,1.2.0.0/16,"(153645, 38794, 9505, 2152, 25)"
153646,1.2.0.0/16,"(153646, 58552, 7575, 2152, 25)"
153647,1.2.0.0/16,"(153647, 18403, 9505, 2152, 25)"
153650,1.2.0.0/16,"(153650, 24173, 9505, 2152, 25)"
153651,1.2.0.0/16,"(153651, 45903, 9505, 2152, 25)"
153655,1.2.0.0/16,"(153655, 6939, 2152, 25)"
153656,1.2.0.0/16,"(153656, 53587, 49544, 2152, 25)"
153657,1.2.0.0/16,"(153657, 56309, 45642, 10099, 42, 10886, 27)"
153658,1.2.0.0/16,"(153658, 56258, 6939, 2152, 25)"
153659,1.2.0.0/16,"(153659, 7470, 6939, 2152, 25)"
153660,1.2.0.0/16,"(153660, 9304, 42, 10886, 27)"
153661,1.2.0.0/16,"(153661, 16509, 2152, 25)"
153664,1.2.0.0/16,"(153664, 24534, 174, 10886, 27)"
153666,1.2.0.0/16,"(153666, 136106, 7575, 2152, 25)"
153667,1.2.0.0/16,"(153667, 58717, 6461, 10886, 27)"
153670,1.2.0.0/16,"(153670, 24534, 174, 10886, 27)"
153671,1.2.0.0/16,"(153671, 17497, 6939, 2152, 25)"
153672,1.2.0.0/16,"(153672, 9498, 49544, 2152, 25)"
153673,1.2.0.0/16,"(153673, 24482, 714, 2152, 25)"
153675,1.2.0.0/16,"(153675, 45820, 132116, 17660, 42, 10886, 27)"
153676,1.2.0.0/16,"(153676, 9498, 49544, 2152, 25)"
153677,1.2.0.0/16,"(153677, 9730, 9498, 49544, 2152, 25)"
153680,1.2.0.0/16,"(153680, 10075, 8220, 2152, 25)"
153681,1.2.0.0/16,"(153681, 58717, 6461, 10886, 27)"
153682,1.2.0.0/16,"(153682, 138128, 7575, 2152, 25)"
153684,1.2.0.0/16,"(153684, 135607, 6939, 2152, 25)"
153687,1.2.0.0/16,"(153687, 18229, 17660, 42, 10886, 27)"
153688,1.2.0.0/16,"(153688, 139009, 9505, 2152, 25)"
153689,1.2.0.0/16,"(153689, 4775, 7575, 2152, 25)"
153690,1.2.0.0/16,"(153690, 138840, 8220, 2152, 25)"
153693,1.2.0.0/16,"(153693, 7713, 42, 10886, 27)"
153695,1.2.0.0/16,"(153695, 142285, 199524, 2152, 25)"
153696,1.2.0.0/16,"(153696, 58682, 7575, 2152, 25)"
153697,1.2.0.0/16,"(153697, 24482, 714, 2152, 25)"
153699,1.2.0.0/16,"(153699, 38757, 6939, 2152, 25)"
153707,1.2.0.0/16,"(153707, 138128, 7575, 2152, 25)"
153710,1.2.0.0/16,"(153710, 23673, 42, 10886, 27)"
153711,1.2.0.0/16,"(153711, 55330, 12297, 6939, 2152, 25)"
153713,1.2.0.0/16,"(153713, 18403, 9505, 2152, 25)"
153714,1.2.0.0/16,"(153714, 137150, 17660, 42, 10886, 27)"
153715,1.2.0.0/16,"(153715, 23764, 42, 10886, 27)"
153716,1.2.0.0/16,"(153716, 149662, 24482, 714, 2152, 25)"
153717,1.2.0.0/16,"(153717, 24482, 714, 2152, 25)"
153718,1.2.0.0/16,"(153718, 55655, 9505, 2152, 25)"
153719,1.2.0.0/16,"(153719, 135607, 6939, 2152, 25)"
153720,1.2.0.0/16,"(153720, 4764, 2635, 2152, 25)"
153722,1.2.0.0/16,"(153722, 18229, 17660, 42, 10886, 27)"
153723,1.2.0.0/16,"(153723, 24186, 17660, 42, 10886, 27)"
153724,1.2.0.0/16,"(153724, 55410, 9583, 6939, 2152, 25)"
153725,1.2.0.0/16,"(153725, 151338, 6939, 2152, 25)"
153727,1.2.0.0/16,"(153727, 55655, 9505, 2152, 25)"
153728,1.2.0.0/16,"(153728, 138840, 8220, 2152, 25)"
153729,1.2.0.0/16,"(153729, 4761, 7575, 2152, 25)"
153733,1.2.0.0/16,"(153733, 134041, 134916, 17660, 42, 10886, 27)"
153734,1.2.0.0/16,"(153734, 58678, 17660, 42, 10886, 27)"
153737,1.2.0.0/16,"(153737, 137453, 58682, 7575, 2152, 25)"
153738,1.2.0.0/16,"(153738, 9498, 49544, 2152, 25)"
153739,1.2.0.0/16,"(153739, 135607, 6939, 2152, 25)"
153740,1.2.0.0/16,"(153740, 38740, 9505, 2152, 25)"
153746,1.2.0.0/16,"(153746, 9931, 10099, 42, 10886, 27)"
153748,1.2.0.0/16,"(153748, 134143, 6939, 2152, 25)"
153751,1.2.0.0/16,"(153751, 45117, 55836, 13335, 2152, 25)"
153754,1.2.0.0/16,"(153754, 9498, 49544, 2152, 25)"
153757,1.2.0.0/16,"(153757, 140570, 49544, 2152, 25)"
153759,1.2.0.0/16,"(153759, 17660, 42, 10886, 27)"
153761,1.2.0.0/16,"(153761, 17665, 9583, 6939, 2152, 25)"
153766,1.2.0.0/16,"(153766, 7473, 2516, 2152, 25)"
153768,1.2.0.0/16,"(153768, 199524, 2152, 25)"
153771,1.2.0.0/16,"(153771, 3356, 10886, 27)"
153773,1.2.0.0/16,"(153773, 174, 10886, 27)"
153774,1.2.0.0/16,"(153774, 24198, 6939, 2152, 25)"
153775,1.2.0.0/16,"(153775, 58717, 6461, 10886, 27)"
153777,1.2.0.0/16,"(153777, 135589, 4651, 3356, 10886, 27)"
153779,1.2.0.0/16,"(153779, 17660, 2635, 2152, 25)"
153781,1.2.0.0/16,"(153781, 17828, 7575, 2152, 25)"
153785,1.2.0.0/16,"(153785, 18229, 17660, 42, 10886, 27)"
153787,1.2.0.0/16,"(153787, 56309, 45642, 10099, 42, 10886, 27)"
153789,1.2.0.0/16,"(153789, 58453, 42, 10886, 27)"
153790,1.2.0.0/16,"(153790, 132148, 45558, 2516, 2152, 25)"
153793,1.2.0.0/16,"(153793, 135025, 32590, 2152, 25)"
153794,1.2.0.0/16,"(153794, 49915, 293, 10886, 27)"
153795,1.2.0.0/16,"(153795, 9498, 49544, 2152, 25)"
153796,1.2.0.0/16,"(153796, 55655, 9505, 2152, 25)"
153798,1.2.0.0/16,"(153798, 9730, 9498, 49544, 2152, 25)"
153799,1.2.0.0/16,"(153799, 17625, 17660, 42, 10886, 27)"
153803,1.2.0.0/16,"(153803, 24482, 714, 2152, 25)"
153804,1.2.0.0/16,"(153804, 55685, 49544, 2152, 25)"
153805,1.2.0.0/16,"(153805, 55655, 9505, 2152, 25)"
153806,1.2.0.0/16,"(153806, 4800, 7575, 2152, 25)"
153809,1.2.0.0/16,"(153809, 134090, 7575, 2152, 25)"
153814,1.2.0.0/16,"(153814, 1221, 8075, 2152, 25)"
153816,1.2.0.0/16,"(153816, 58552, 7575, 2152, 25)"
153818,1.2.0.0/16,"(153818, 4761, 7575, 2152, 25)"
153819,1.2.0.0/16,"(153819, 133255, 17660, 42, 10886, 27)"
153820,1.2.0.0/16,"(153820, 136106, 1828, 11164, 2152, 25)"
153822,1.2.0.0/16,"(153822, 24482, 714, 2152, 25)"
153823,1.2.0.0/16,"(153823, 59282, 24482, 714, 2152, 25)"
153824,1.2.0.0/16,"(153824, 24534, 174, 10886, 27)"
153825,1.2.0.0/16,"(153825, 58369, 24482, 714, 2152, 25)"
153826,1.2.0.0/16,"(153826, 55410, 9583, 6939, 2152, 25)"
153830,1.2.0.0/16,"(153830, 149107, 18403, 9505, 2152, 25)"
153831,1.2.0.0/16,"(153831, 18403, 9505, 2152, 25)"
153834,1.2.0.0/16,"(153834, 58656, 3223, 174, 10886, 27)"
153835,1.2.0.0/16,"(153835, 136106, 7575, 2152, 25)"
153836,1.2.0.0/16,"(153836, 6939, 2152, 25)"
153837,1.2.0.0/16,"(153837, 10099, 42, 10886, 27)"
153839,1.2.0.0/16,"(153839, 38158, 49544, 2152, 25)"
153840,1.2.0.0/16,"(153840, 23947, 293, 10886, 27)"
153845,1.2.0.0/16,"(153845, 140641, 16276, 2152, 25)"
153846,1.2.0.0/16,"(153846, 17762, 17660, 42, 10886, 27)"
153848,1.2.0.0/16,"(153848, 47311, 6939, 2152, 25)"
153849,1.2.0.0/16,"(153849, 7713, 42, 10886, 27)"
153850,1.2.0.0/16,"(153850, 18400, 6939, 2152, 25)"
153851,1.2.0.0/16,"(153851, 136334, 17660, 42, 10886, 27)"
153852,1.2.0.0/16,"(153852, 18002, 17660, 42, 10886, 27)"
153854,1.2.0.0/16,"(153854, 55330, 12297, 6939, 2152, 25)"
153855,1.2.0.0/16,"(153855, 142271, 49544, 2152, 25)"
153856,1.2.0.0/16,"(153856, 9299, 2516, 2152, 25)"
153858,1.2.0.0/16,"(153858, 24482, 714, 2152, 25)"
153861,1.2.0.0/16,"(153861, 4007, 9498, 49544, 2152, 25)"
153862,1.2.0.0/16,"(153862, 9304, 42, 10886, 27)"
153863,1.2.0.0/16,"(153863, 4761, 7575, 2152, 25)"
153864,1.2.0.0/16,"(153864, 9902, 42, 10886, 27)"
153866,1.2.0.0/16,"(153866, 9498, 49544, 2152, 25)"
153867,1.2.0.0/16,"(153867, 20473, 293, 10886, 27)"
153869,1.2.0.0/16,"(153869, 135423, 49544, 2152, 25)"
153871,1.2.0.0/16,"(153871, 46056, 7713, 42, 10886, 27)"
153876,1.2.0.0/16,"(153876, 45147, 49544, 2152, 25)"
153877,1.2.0.0/16,"(153877, 23947, 293, 10886, 27)"
153879,1.2.0.0/16,"(153879, 150178, 9505, 2152, 25)"
153880,1.2.0.0/16,"(153880, 7713, 42, 10886, 27)"
153882,1.2.0.0/16,"(153882, 45296, 7575, 2152, 25)"
153885,1.2.0.0/16,"(153885, 24550, 141047, 152144, 6939, 2152, 25)"
153887,1.2.0.0/16,"(153887, 138089, 32590, 2152, 25)"
153889,1.2.0.0/16,"(153889, 136106, 7575, 2152, 25)"
153891,1.2.0.0/16,"(153891, 24545, 6939, 2152, 25)"
153894,1.2.0.0/16,"(153894, 20473, 293, 10886, 27)"
153895,1.2.0.0/16,"(153895, 38158, 49544, 2152, 25)"
153897,1.2.0.0/16,"(153897, 9730, 9498, 49544, 2152, 25)"
153899,1.2.0.0/16,"(153899, 139009, 9505, 2152, 25)"
153900,1.2.0.0/16,"(153900, 6453, 7342, 2152, 25)"
153901,1.2.0.0/16,"(153901, 9498, 49544, 2152, 25)"
153910,1.2.0.0/16,"(153910, 56258, 6939, 2152, 25)"
153912,1.2.0.0/16,"(153912, 142285, 199524, 2152, 25)"
153913,1.2.0.0/16,"(153913, 2914, 293, 10886, 27)"
153914,1.2.0.0/16,"(153914, 52000, 6939, 2152, 25)"
153917,1.2.0.0/16,"(153917, 4800, 7575, 2152, 25)"
153918,1.2.0.0/16,"(153918, 4761, 7575, 2152, 25)"
153921,1.2.0.0/16,"(153921, 4761, 7575, 2152, 25)"
153922,1.2.0.0/16,"(153922, 138840, 8220, 2152, 25)"
153923,1.2.0.0/16,"(153923, 47311, 6939, 2152, 25)"
153924,1.2.0.0/16,"(153924, 4800, 7575, 2152, 25)"
153926,1.2.0.0/16,"(153926, 136284, 9583, 8220, 2152, 25)"
153929,1.2.0.0/16,"(153929, 10111, 9505, 2152, 25)"
153933,1.2.0.0/16,"(153933, 24482, 42, 10886, 27)"
153937,1.2.0.0/16,"(153937, 55655, 9505, 2152, 25)"
153938,1.2.0.0/16,"(153938, 4787, 150279, 6939, 2152, 25)"
153939,1.2.0.0/16,"(153939, 4761, 7575, 2152, 25)"
153940,1.2.0.0/16,"(153940, 55655, 9505, 2152, 25)"
153941,1.2.0.0/16,"(153941, 45899, 9505, 2152, 25)"
153945,1.2.0.0/16,"(153945, 24534, 174, 10886, 27)"
153946,1.2.0.0/16,"(153946, 4787, 150279, 6939, 2152, 25)"
153949,1.2.0.0/16,"(153949, 133275, 17660, 42, 10886, 27)"
153950,1.2.0.0/16,"(153950, 134303, 140641, 16276, 2152, 25)"
153951,1.2.0.0/16,"(153951, 18229, 17660, 42, 10886, 27)"
153952,1.2.0.0/16,"(153952, 153371, 6939, 2152, 25)"
153954,1.2.0.0/16,"(153954, 9280, 6939, 2152, 25)"
153955,1.2.0.0/16,"(153955, 137109, 17660, 42, 10886, 27)"
153956,1.2.0.0/16,"(153956, 17625, 17660, 42, 10886, 27)"
153961,1.2.0.0/16,"(153961, 55655, 9505, 2152, 25)"
153962,1.2.0.0/16,"(153962, 23756, 49544, 2152, 25)"
153963,1.2.0.0/16,"(153963, 4800, 7575, 2152, 25)"
153968,1.2.0.0/16,"(153968, 24534, 174, 10886, 27)"
153969,1.2.0.0/16,"(153969, 135607, 6939, 2152, 25)"
153971,1.2.0.0/16,"(153971, 6939, 2152, 25)"
153972,1.2.0.0/16,"(153972, 132847, 42, 10886, 27)"
153974,1.2.0.0/16,"(153974, 134428, 6939, 2152, 25)"
153975,1.2.0.0/16,"(153975, 55330, 12297, 6939, 2152, 25)"
153978,1.2.0.0/16,"(153978, 45296, 7575, 2152, 25)"
153981,1.2.0.0/16,"(153981, 58768, 58717, 6461, 10886, 27)"
153983,1.2.0.0/16,"(153983, 140810, 18403, 9505, 2152, 25)"
153984,1.2.0.0/16,"(153984, 4755, 6421, 6939, 2152, 25)"
153985,1.2.0.0/16,"(153985, 135444, 137331, 6939, 2152, 25)"
153986,1.2.0.0/16,"(153986, 58552, 7575, 2152, 25)"
153987,1.2.0.0/16,"(153987, 24482, 714, 2152, 25)"
153988,1.2.0.0/16,"(153988, 138840, 8220, 2152, 25)"
153989,1.2.0.0/16,"(153989, 153174, 17639, 714, 2152, 25)"
153991,1.2.0.0/16,"(153991, 58717, 6461, 10886, 27)"
153992,1.2.0.0/16,"(153992, 55655, 9505, 2152, 25)"
153993,1.2.0.0/16,"(153993, 20473, 293, 10886, 27)"
153995,1.2.0.0/16,"(153995, 983, 9505, 2152, 25)"
153996,1.2.0.0/16,"(153996, 58955, 49544, 2152, 25)"
153997,1.2.0.0/16,"(153997, 20473, 293, 10886, 27)"
154002,1.2.0.0/16,"(154002, 142271, 49544, 2152, 25)"
154005,1.2.0.0/16,"(154005, 7565, 10075, 8220, 2152, 25)"
154006,1.2.0.0/16,"(154006, 58717, 6461, 10886, 27)"
154007,1.2.0.0/16,"(154007, 45305, 24482, 714, 2152, 25)"
154008,1.2.0.0/16,"(154008, 138840, 8220, 2152, 25)"
154009,1.2.0.0/16,"(154009, 24323, 138915, 293, 10886, 27)"
154010,1.2.0.0/16,"(154010, 152320, 49544, 2152, 25)"
154012,1.2.0.0/16,"(154012, 132770, 17660, 42, 10886, 27)"
154015,1.2.0.0/16,"(154015, 137085, 17660, 42, 10886, 27)"
154020,1.2.0.0/16,"(154020, 133385, 6939, 2152, 25)"
154022,1.2.0.0/16,"(154022, 135409, 131111, 24482, 714, 2152, 25)"
154023,1.2.0.0/16,"(154023, 137366, 174, 10886, 27)"
154024,1.2.0.0/16,"(154024, 55836, 13335, 2152, 25)"
154026,1.2.0.0/16,"(154026, 45582, 17660, 42, 10886, 27)"
154028,1.2.0.0/16,"(154028, 17625, 17660, 42, 10886, 27)"
154031,1.2.0.0/16,"(154031, 142271, 49544, 2152, 25)"
154039,1.2.0.0/16,"(154039, 55655, 9505, 2152, 25)"
154040,1.2.0.0/16,"(154040, 150000, 6939, 2152, 25)"
154044,1.2.0.0/16,"(154044, 133694, 9583, 8220, 2152, 25)"
154049,1.2.0.0/16,"(154049, 21859, 2152, 25)"
154050,1.2.0.0/16,"(154050, 140910, 6939, 2152, 25)"
154051,1.2.0.0/16,"(154051, 9498, 49544, 2152, 25)"
154052,1.2.0.0/16,"(154052, 141324, 17660, 42, 10886, 27)"
154053,1.2.0.0/16,"(154053, 24173, 9505, 2152, 25)"
154056,1.2.0.0/16,"(154056, 4800, 7575, 2152, 25)"
154062,1.2.0.0/16,"(154062, 150178, 9505, 2152, 25)"
154067,1.2.0.0/16,"(154067, 4761, 7575, 2152, 25)"
154068,1.2.0.0/16,"(154068, 9583, 8220, 2152, 25)"
154069,1.2.0.0/16,"(154069, 132770, 17660, 42, 10886, 27)"
154071,1.2.0.0/16,"(154071, 58682, 7575, 2152, 25)"
154072,1.2.0.0/16,"(154072, 4755, 6421, 6939, 2152, 25)"
154074,1.2.0.0/16,"(154074, 4800, 7575, 2152, 25)"
154075,1.2.0.0/16,"(154075, 138840, 8220, 2152, 25)"
154081,1.2.0.0/16,"(154081, 18229, 17660, 42, 10886, 27)"
154083,1.2.0.0/16,"(154083, 142271, 49544, 2152, 25)"
154086,1.2.0.0/16,"(154086, 17557, 2516, 2152, 25)"
154088,1.2.0.0/16,"(154088, 4750, 7568, 9505, 2152, 25)"
154093,1.2.0.0/16,"(154093, 17995, 4800, 32590, 2152, 25)"
154094,1.2.0.0/16,"(154094, 138311, 9583, 6939, 2152, 25)"
154103,1.2.0.0/16,"(154103, 139009, 9505, 2152, 25)"
154104,1.2.0.0/16,"(154104, 136284, 9583, 8220, 2152, 25)"
154105,1.2.0.0/16,"(154105, 38244, 45543, 13335, 2152, 25)"
154106,1.2.0.0/16,"(154106, 38244, 45543, 13335, 2152, 25)"
154108,1.2.0.0/16,"(154108, 24186, 17660, 42, 10886, 27)"
154109,1.2.0.0/16,"(154109, 58768, 58717, 6461, 10886, 27)"
154110,1.2.0.0/16,"(154110, 18229, 17660, 42, 10886, 27)"
154111,1.2.0.0/16,"(154111, 24309, 9498, 49544, 2152, 25)"
154112,1.2.0.0/16,"(154112, 26042, 7575, 2152, 25)"
154114,1.2.0.0/16,"(154114, 26042, 7575, 2152, 25)"
154115,1.2.0.0/16,"(154115, 152565, 17660, 42, 10886, 27)"
154117,1.2.0.0/16,"(154117, 58955, 49544, 2152, 25)"
154121,1.2.0.0/16,"(154121, 4764, 2635, 2152, 25)"
154122,1.2.0.0/16,"(154122, 64300, 24482, 714, 2152, 25)"
154123,1.2.0.0/16,"(154123, 7713, 42, 10886, 27)"
154124,1.2.0.0/16,"(154124, 55655, 9505, 2152, 25)"
154126,1.2.0.0/16,"(154126, 7018, 3257, 10886, 27)"
154127,1.2.0.0/16,"(154127, 134143, 6939, 2152, 25)"
154128,1.2.0.0/16,"(154128, 136106, 7575, 2152, 25)"
154131,1.2.0.0/16,"(154131, 58682, 7575, 2152, 25)"
154136,1.2.0.0/16,"(154136, 141254, 17660, 42, 10886, 27)"
154137,1.2.0.0/16,"(154137, 4755, 6421, 6939, 2152, 25)"
154138,1.2.0.0/16,"(154138, 9583, 8220, 2152, 25)"
154140,1.2.0.0/16,"(154140, 151690, 17660, 42, 10886, 27)"
154141,1.2.0.0/16,"(154141, 55685, 49544, 2152, 25)"
154143,1.2.0.0/16,"(154143, 138840, 8220, 2152, 25)"
154144,1.2.0.0/16,"(154144, 45903, 9505, 2152, 25)"
154158,1.2.0.0/16,"(154158, 149649, 58717, 6461, 10886, 27)"
154161,1.2.0.0/16,"(154161, 58629, 132884, 17660, 42, 10886, 27)"
154162,1.2.0.0/16,"(154162, 4743, 49304, 983, 199524, 2152, 25)"
154163,1.2.0.0/16,"(154163, 55352, 55836, 13335, 2152, 25)"
154174,1.2.0.0/16,"(154174, 9583, 8220, 2152, 25)"
154175,1.2.0.0/16,"(154175, 9930, 3356, 10886, 27)"
154177,1.2.0.0/16,"(154177, 138915, 9505, 2152, 25)"
154179,1.2.0.0/16,"(154179, 4618, 9505, 2152, 25)"
154180,1.2.0.0/16,"(154180, 152107, 17639, 714, 2152, 25)"
154184,1.2.0.0/16,"(154184, 135607, 6939, 2152, 25)"
154189,1.2.0.0/16,"(154189, 58717, 6461, 10886, 27)"
154193,1.2.0.0/16,"(154193, 133001, 17660, 42, 10886, 27)"
154197,1.2.0.0/16,"(154197, 58552, 7575, 2152, 25)"
154198,1.2.0.0/16,"(154198, 139879, 58470, 38193, 6461, 10886, 27)"
154199,1.2.0.0/16,"(154199, 139009, 9505, 2152, 25)"
154201,1.2.0.0/16,"(154201, 136106, 7575, 2152, 25)"
154202,1.2.0.0/16,"(154202, 138840, 8220, 2152, 25)"
154204,1.2.0.0/16,"(154204, 13335, 2152, 25)"
154212,1.2.0.0/16,"(154212, 132280, 9505, 2152, 25)"
154216,1.2.0.0/16,"(154216, 58717, 6461, 10886, 27)"
154219,1.2.0.0/16,"(154219, 132608, 63526, 13335, 2152, 25)"
154224,1.2.0.0/16,"(154224, 10075, 8220, 2152, 25)"
154228,1.2.0.0/16,"(154228, 58717, 6461, 10886, 27)"
154232,1.2.0.0/16,"(154232, 4755, 6421, 6939, 2152, 25)"
154235,1.2.0.0/16,"(154235, 45274, 6453, 7342, 2152, 25)"
154239,1.2.0.0/16,"(154239, 133296, 17660, 42, 10886, 27)"
154241,1.2.0.0/16,"(154241, 4755, 6421, 6939, 2152, 25)"
154246,1.2.0.0/16,"(154246, 20473, 293, 10886, 27)"
154250,1.2.0.0/16,"(154250, 49915, 293, 10886, 27)"
154254,1.2.0.0/16,"(154254, 134090, 7575, 2152, 25)"
154260,1.2.0.0/16,"(154260, 150000, 6939, 2152, 25)"
154262,1.2.0.0/16,"(154262, 153174, 17639, 714, 2152, 25)"
