asn,prefix,as_path
134182,1.2.0.0/16,"(9583, 174, 10886, 27)"
133388,1.2.0.0/16,"(9583, 174, 10886, 27)"
48042,1.2.0.0/16,"(12552, 1299, 10886, 27)"
48009,1.2.0.0/16,"(35598, 174, 10886, 27)"
133238,1.2.0.0/16,"(9583, 174, 10886, 27)"
133005,1.2.0.0/16,"(9583, 174, 10886, 27)"
132527,1.2.0.0/16,"(9583, 174, 10886, 27)"
399694,1.2.0.0/16,"(396422, 174, 10886, 27)"
399575,1.2.0.0/16,"(20055, 174, 10886, 27)"
58659,1.2.0.0/16,"(9583, 174, 10886, 27)"
141285,1.2.0.0/16,"(140132, 9583, 174, 10886, 27)"
56056,1.2.0.0/16,"(9583, 174, 10886, 27)"
151410,1.2.0.0/16,"(17557, 174, 10886, 27)"
150724,1.2.0.0/16,"(38193, 6762, 3257, 10886, 27)"
141164,1.2.0.0/16,"(9541, 32787, 6762, 3257, 10886, 27)"
137513,1.2.0.0/16,"(17557, 174, 10886, 27)"
137481,1.2.0.0/16,"(9541, 32787, 6762, 3257, 10886, 27)"
137258,1.2.0.0/16,"(9541, 32787, 6762, 3257, 10886, 27)"
136730,1.2.0.0/16,"(9541, 32787, 6762, 3257, 10886, 27)"
135123,1.2.0.0/16,"(38193, 6762, 3257, 10886, 27)"
132872,1.2.0.0/16,"(38193, 6762, 3257, 10886, 27)"
149183,1.2.0.0/16,"(17665, 9498, 3356, 2152, 25)"
63954,1.2.0.0/16,"(38193, 6762, 3257, 10886, 27)"
399533,1.2.0.0/16,"(397270, 6939, 2152, 25)"
58617,1.2.0.0/16,"(13335, 2152, 25)"
58609,1.2.0.0/16,"(9541, 32787, 6762, 3257, 10886, 27)"
131168,1.2.0.0/16,"(13335, 2152, 25)"
45939,1.2.0.0/16,"(9541, 32787, 6762, 3257, 10886, 27)"
396893,1.2.0.0/16,"(15830, 6762, 3257, 10886, 27)"
51946,1.2.0.0/16,"(9930, 3356, 2152, 25)"
23659,1.2.0.0/16,"(9930, 3356, 2152, 25)"
265212,1.2.0.0/16,"(263558, 3356, 2152, 25)"
9525,1.2.0.0/16,"(9526, 4766, 2152, 25)"
265203,1.2.0.0/16,"(10429, 3356, 2152, 25)"
396330,1.2.0.0/16,"(53610, 174, 10886, 27)"
55414,1.2.0.0/16,"(17557, 174, 10886, 27)"
396459,1.2.0.0/16,"(14877, 11164, 2152, 25)"
55543,1.2.0.0/16,"(15830, 6762, 3257, 10886, 27)"
49833,1.2.0.0/16,"(35819, 3356, 2152, 25)"
135062,1.2.0.0/16,"(9505, 2152, 25)"
17435,1.2.0.0/16,"(9500, 3356, 2152, 25)"
265709,1.2.0.0/16,"(52361, 7195, 174, 10886, 27)"
154051,1.2.0.0/16,"(9498, 3356, 2152, 25)"
153901,1.2.0.0/16,"(9498, 3356, 2152, 25)"
153795,1.2.0.0/16,"(9498, 3356, 2152, 25)"
153754,1.2.0.0/16,"(9498, 3356, 2152, 25)"
153738,1.2.0.0/16,"(9498, 3356, 2152, 25)"
153676,1.2.0.0/16,"(9498, 3356, 2152, 25)"
153672,1.2.0.0/16,"(9498, 3356, 2152, 25)"
153288,1.2.0.0/16,"(9498, 3356, 2152, 25)"
153275,1.2.0.0/16,"(9498, 3356, 2152, 25)"
153257,1.2.0.0/16,"(9498, 3356, 2152, 25)"
153222,1.2.0.0/16,"(9498, 3356, 2152, 25)"
153056,1.2.0.0/16,"(9498, 3356, 2152, 25)"
152720,1.2.0.0/16,"(9498, 3356, 2152, 25)"
152573,1.2.0.0/16,"(9498, 3356, 2152, 25)"
152501,1.2.0.0/16,"(9498, 3356, 2152, 25)"
152498,1.2.0.0/16,"(9498, 3356, 2152, 25)"
152493,1.2.0.0/16,"(9498, 3356, 2152, 25)"
152490,1.2.0.0/16,"(9498, 3356, 2152, 25)"
152341,1.2.0.0/16,"(9498, 3356, 2152, 25)"
151830,1.2.0.0/16,"(9498, 3356, 2152, 25)"
151773,1.2.0.0/16,"(9498, 3356, 2152, 25)"
151764,1.2.0.0/16,"(9498, 3356, 2152, 25)"
151749,1.2.0.0/16,"(9498, 3356, 2152, 25)"
151685,1.2.0.0/16,"(9498, 3356, 2152, 25)"
151684,1.2.0.0/16,"(9498, 3356, 2152, 25)"
151666,1.2.0.0/16,"(9498, 3356, 2152, 25)"
151624,1.2.0.0/16,"(9498, 3356, 2152, 25)"
151131,1.2.0.0/16,"(9498, 3356, 2152, 25)"
151130,1.2.0.0/16,"(9498, 3356, 2152, 25)"
151121,1.2.0.0/16,"(9498, 3356, 2152, 25)"
151103,1.2.0.0/16,"(9498, 3356, 2152, 25)"
151099,1.2.0.0/16,"(9498, 3356, 2152, 25)"
151095,1.2.0.0/16,"(9498, 3356, 2152, 25)"
150802,1.2.0.0/16,"(9498, 3356, 2152, 25)"
150655,1.2.0.0/16,"(9498, 3356, 2152, 25)"
150654,1.2.0.0/16,"(9498, 3356, 2152, 25)"
150386,1.2.0.0/16,"(9498, 3356, 2152, 25)"
150339,1.2.0.0/16,"(9498, 3356, 2152, 25)"
150118,1.2.0.0/16,"(9498, 3356, 2152, 25)"
150106,1.2.0.0/16,"(9498, 3356, 2152, 25)"
150079,1.2.0.0/16,"(9498, 3356, 2152, 25)"
150026,1.2.0.0/16,"(9498, 3356, 2152, 25)"
150007,1.2.0.0/16,"(9498, 3356, 2152, 25)"
149624,1.2.0.0/16,"(9498, 3356, 2152, 25)"
149622,1.2.0.0/16,"(13335, 2152, 25)"
149614,1.2.0.0/16,"(9498, 3356, 2152, 25)"
149603,1.2.0.0/16,"(9498, 3356, 2152, 25)"
149600,1.2.0.0/16,"(9498, 3356, 2152, 25)"
149560,1.2.0.0/16,"(9498, 3356, 2152, 25)"
149528,1.2.0.0/16,"(9498, 3356, 2152, 25)"
198579,1.2.0.0/16,"(62081, 174, 10886, 27)"
28121,1.2.0.0/16,"(3356, 2152, 25)"
28097,1.2.0.0/16,"(3356, 2152, 25)"
28075,1.2.0.0/16,"(3356, 2152, 25)"
28038,1.2.0.0/16,"(3356, 2152, 25)"
154123,1.2.0.0/16,"(7713, 3356, 2152, 25)"
198434,1.2.0.0/16,"(41327, 1299, 10886, 27)"
198418,1.2.0.0/16,"(62081, 174, 10886, 27)"
27960,1.2.0.0/16,"(3356, 2152, 25)"
198309,1.2.0.0/16,"(25400, 1299, 10886, 27)"
27711,1.2.0.0/16,"(3356, 2152, 25)"
27590,1.2.0.0/16,"(3356, 2152, 25)"
27482,1.2.0.0/16,"(3356, 2152, 25)"
197879,1.2.0.0/16,"(47232, 174, 10886, 27)"
27421,1.2.0.0/16,"(3356, 2152, 25)"
27392,1.2.0.0/16,"(3356, 2152, 25)"
197765,1.2.0.0/16,"(12389, 174, 10886, 27)"
27307,1.2.0.0/16,"(3356, 2152, 25)"
197702,1.2.0.0/16,"(31242, 174, 10886, 27)"
27244,1.2.0.0/16,"(3356, 2152, 25)"
153373,1.2.0.0/16,"(7545, 3356, 2152, 25)"
27233,1.2.0.0/16,"(3356, 2152, 25)"
27212,1.2.0.0/16,"(3356, 2152, 25)"
153124,1.2.0.0/16,"(55655, 6939, 2152, 25)"
197447,1.2.0.0/16,"(62081, 174, 10886, 27)"
26989,1.2.0.0/16,"(3356, 2152, 25)"
153118,1.2.0.0/16,"(4800, 174, 10886, 27)"
26933,1.2.0.0/16,"(3356, 2152, 25)"
153062,1.2.0.0/16,"(4761, 174, 10886, 27)"
197262,1.2.0.0/16,"(42739, 174, 10886, 27)"
26804,1.2.0.0/16,"(3356, 2152, 25)"
26786,1.2.0.0/16,"(3356, 2152, 25)"
152915,1.2.0.0/16,"(7470, 38082, 3356, 2152, 25)"
152880,1.2.0.0/16,"(4648, 2152, 25)"
26729,1.2.0.0/16,"(3356, 2152, 25)"
152858,1.2.0.0/16,"(2516, 2152, 25)"
26715,1.2.0.0/16,"(3356, 2152, 25)"
26708,1.2.0.0/16,"(3356, 2152, 25)"
26672,1.2.0.0/16,"(3356, 2152, 25)"
197129,1.2.0.0/16,"(39728, 12389, 174, 10886, 27)"
26671,1.2.0.0/16,"(3356, 2152, 25)"
152800,1.2.0.0/16,"(4800, 174, 10886, 27)"
152776,1.2.0.0/16,"(4761, 174, 10886, 27)"
26585,1.2.0.0/16,"(3356, 2152, 25)"
26551,1.2.0.0/16,"(3356, 2152, 25)"
152680,1.2.0.0/16,"(4775, 174, 10886, 27)"
26409,1.2.0.0/16,"(3356, 2152, 25)"
196863,1.2.0.0/16,"(199995, 3356, 2152, 25)"
26405,1.2.0.0/16,"(3356, 2152, 25)"
26402,1.2.0.0/16,"(3356, 2152, 25)"
196854,1.2.0.0/16,"(51346, 3216, 174, 10886, 27)"
26396,1.2.0.0/16,"(3356, 2152, 25)"
26373,1.2.0.0/16,"(3356, 2152, 25)"
196741,1.2.0.0/16,"(15830, 6762, 3257, 10886, 27)"
26283,1.2.0.0/16,"(3356, 2152, 25)"
26229,1.2.0.0/16,"(3356, 2152, 25)"
26168,1.2.0.0/16,"(3356, 2152, 25)"
26137,1.2.0.0/16,"(3356, 2152, 25)"
26102,1.2.0.0/16,"(3356, 2152, 25)"
26098,1.2.0.0/16,"(3356, 2152, 25)"
152227,1.2.0.0/16,"(4766, 2152, 25)"
26084,1.2.0.0/16,"(3356, 2152, 25)"
152213,1.2.0.0/16,"(3786, 2152, 25)"
26053,1.2.0.0/16,"(3356, 2152, 25)"
26039,1.2.0.0/16,"(3356, 2152, 25)"
26038,1.2.0.0/16,"(3356, 2152, 25)"
152167,1.2.0.0/16,"(1221, 3356, 2152, 25)"
25965,1.2.0.0/16,"(3356, 2152, 25)"
152094,1.2.0.0/16,"(7594, 3356, 2152, 25)"
25963,1.2.0.0/16,"(3356, 2152, 25)"
25842,1.2.0.0/16,"(3356, 2152, 25)"
25794,1.2.0.0/16,"(3356, 2152, 25)"
25792,1.2.0.0/16,"(3356, 2152, 25)"
25758,1.2.0.0/16,"(3356, 2152, 25)"
25746,1.2.0.0/16,"(3356, 2152, 25)"
25744,1.2.0.0/16,"(3356, 2152, 25)"
25739,1.2.0.0/16,"(3356, 2152, 25)"
25716,1.2.0.0/16,"(3356, 2152, 25)"
25712,1.2.0.0/16,"(3356, 2152, 25)"
25699,1.2.0.0/16,"(3356, 2152, 25)"
25655,1.2.0.0/16,"(3356, 2152, 25)"
25611,1.2.0.0/16,"(3356, 2152, 25)"
25450,1.2.0.0/16,"(3356, 2152, 25)"
25108,1.2.0.0/16,"(3356, 2152, 25)"
25031,1.2.0.0/16,"(3356, 2152, 25)"
24954,1.2.0.0/16,"(3356, 2152, 25)"
24939,1.2.0.0/16,"(3356, 2152, 25)"
24477,1.2.0.0/16,"(3356, 2152, 25)"
24440,1.2.0.0/16,"(3356, 2152, 25)"
23913,1.2.0.0/16,"(3356, 2152, 25)"
23765,1.2.0.0/16,"(3356, 2152, 25)"
23496,1.2.0.0/16,"(3356, 2152, 25)"
149625,1.2.0.0/16,"(9304, 174, 10886, 27)"
23492,1.2.0.0/16,"(3356, 2152, 25)"
23478,1.2.0.0/16,"(3356, 2152, 25)"
23409,1.2.0.0/16,"(3356, 2152, 25)"
23306,1.2.0.0/16,"(3356, 2152, 25)"
401693,1.2.0.0/16,"(6461, 10886, 27)"
23256,1.2.0.0/16,"(3356, 2152, 25)"
23233,1.2.0.0/16,"(3356, 2152, 25)"
23225,1.2.0.0/16,"(3356, 2152, 25)"
23209,1.2.0.0/16,"(3356, 2152, 25)"
60680,1.2.0.0/16,"(28885, 8529, 174, 10886, 27)"
401596,1.2.0.0/16,"(3356, 2152, 25)"
23185,1.2.0.0/16,"(3356, 2152, 25)"
60656,1.2.0.0/16,"(57344, 6762, 3257, 10886, 27)"
401572,1.2.0.0/16,"(174, 10886, 27)"
23178,1.2.0.0/16,"(3356, 2152, 25)"
23160,1.2.0.0/16,"(3356, 2152, 25)"
401547,1.2.0.0/16,"(3356, 2152, 25)"
23141,1.2.0.0/16,"(3356, 2152, 25)"
23131,1.2.0.0/16,"(3356, 2152, 25)"
23111,1.2.0.0/16,"(3356, 2152, 25)"
23097,1.2.0.0/16,"(3356, 2152, 25)"
401484,1.2.0.0/16,"(7018, 3257, 10886, 27)"
23060,1.2.0.0/16,"(3356, 2152, 25)"
23032,1.2.0.0/16,"(3356, 2152, 25)"
23030,1.2.0.0/16,"(3356, 2152, 25)"
23019,1.2.0.0/16,"(3356, 2152, 25)"
23018,1.2.0.0/16,"(3356, 2152, 25)"
22992,1.2.0.0/16,"(3356, 2152, 25)"
22919,1.2.0.0/16,"(3356, 2152, 25)"
401306,1.2.0.0/16,"(1828, 2152, 25)"
22886,1.2.0.0/16,"(3356, 2152, 25)"
22855,1.2.0.0/16,"(3356, 2152, 25)"
22831,1.2.0.0/16,"(3356, 2152, 25)"
22785,1.2.0.0/16,"(3356, 2152, 25)"
22712,1.2.0.0/16,"(3356, 2152, 25)"
22678,1.2.0.0/16,"(3356, 2152, 25)"
22624,1.2.0.0/16,"(3356, 2152, 25)"
22586,1.2.0.0/16,"(3356, 2152, 25)"
22557,1.2.0.0/16,"(3356, 2152, 25)"
22542,1.2.0.0/16,"(3356, 2152, 25)"
22509,1.2.0.0/16,"(3356, 2152, 25)"
22498,1.2.0.0/16,"(3356, 2152, 25)"
22469,1.2.0.0/16,"(3356, 2152, 25)"
22425,1.2.0.0/16,"(3356, 2152, 25)"
400812,1.2.0.0/16,"(174, 10886, 27)"
22401,1.2.0.0/16,"(3356, 2152, 25)"
22336,1.2.0.0/16,"(3356, 2152, 25)"
22326,1.2.0.0/16,"(3356, 2152, 25)"
22157,1.2.0.0/16,"(3356, 2152, 25)"
22149,1.2.0.0/16,"(3356, 2152, 25)"
22127,1.2.0.0/16,"(3356, 2152, 25)"
400514,1.2.0.0/16,"(174, 10886, 27)"
22110,1.2.0.0/16,"(3356, 2152, 25)"
400497,1.2.0.0/16,"(6461, 10886, 27)"
22084,1.2.0.0/16,"(3356, 2152, 25)"
400471,1.2.0.0/16,"(174, 10886, 27)"
22035,1.2.0.0/16,"(3356, 2152, 25)"
64078,1.2.0.0/16,"(3491, 3257, 10886, 27)"
22003,1.2.0.0/16,"(3356, 2152, 25)"
21993,1.2.0.0/16,"(3356, 2152, 25)"
21937,1.2.0.0/16,"(3356, 2152, 25)"
21935,1.2.0.0/16,"(3356, 2152, 25)"
21908,1.2.0.0/16,"(3356, 2152, 25)"
63951,1.2.0.0/16,"(4750, 45430, 3356, 2152, 25)"
21789,1.2.0.0/16,"(3356, 2152, 25)"
400176,1.2.0.0/16,"(6327, 3356, 2152, 25)"
21651,1.2.0.0/16,"(3356, 2152, 25)"
400038,1.2.0.0/16,"(7018, 3257, 10886, 27)"
21602,1.2.0.0/16,"(3356, 2152, 25)"
21543,1.2.0.0/16,"(3356, 2152, 25)"
399930,1.2.0.0/16,"(852, 174, 10886, 27)"
21520,1.2.0.0/16,"(3356, 2152, 25)"
399907,1.2.0.0/16,"(174, 10886, 27)"
21137,1.2.0.0/16,"(3356, 2152, 25)"
58608,1.2.0.0/16,"(17762, 9498, 3356, 2152, 25)"
399524,1.2.0.0/16,"(174, 10886, 27)"
63180,1.2.0.0/16,"(17378, 174, 10886, 27)"
20617,1.2.0.0/16,"(3356, 2152, 25)"
20479,1.2.0.0/16,"(3356, 2152, 25)"
398866,1.2.0.0/16,"(174, 10886, 27)"
20467,1.2.0.0/16,"(3356, 2152, 25)"
62510,1.2.0.0/16,"(6461, 10886, 27)"
20466,1.2.0.0/16,"(3356, 2152, 25)"
62509,1.2.0.0/16,"(6461, 10886, 27)"
20429,1.2.0.0/16,"(3356, 2152, 25)"
57900,1.2.0.0/16,"(32787, 6762, 3257, 10886, 27)"
398816,1.2.0.0/16,"(174, 10886, 27)"
20419,1.2.0.0/16,"(3356, 2152, 25)"
57890,1.2.0.0/16,"(62081, 174, 10886, 27)"
398806,1.2.0.0/16,"(209, 3257, 10886, 27)"
20397,1.2.0.0/16,"(3356, 2152, 25)"
62440,1.2.0.0/16,"(3216, 174, 10886, 27)"
20367,1.2.0.0/16,"(3356, 2152, 25)"
20334,1.2.0.0/16,"(3356, 2152, 25)"
62377,1.2.0.0/16,"(3356, 2152, 25)"
57805,1.2.0.0/16,"(20485, 174, 10886, 27)"
398721,1.2.0.0/16,"(174, 10886, 27)"
20331,1.2.0.0/16,"(3356, 2152, 25)"
20313,1.2.0.0/16,"(3356, 2152, 25)"
57784,1.2.0.0/16,"(41798, 9002, 3257, 10886, 27)"
398700,1.2.0.0/16,"(6939, 2152, 25)"
57726,1.2.0.0/16,"(35297, 174, 10886, 27)"
398642,1.2.0.0/16,"(286, 10886, 27)"
20251,1.2.0.0/16,"(3356, 2152, 25)"
57722,1.2.0.0/16,"(206262, 3223, 6762, 3257, 10886, 27)"
62294,1.2.0.0/16,"(3356, 2152, 25)"
20182,1.2.0.0/16,"(3356, 2152, 25)"
20176,1.2.0.0/16,"(3356, 2152, 25)"
20137,1.2.0.0/16,"(3356, 2152, 25)"
20103,1.2.0.0/16,"(3356, 2152, 25)"
20004,1.2.0.0/16,"(3356, 2152, 25)"
398391,1.2.0.0/16,"(3356, 2152, 25)"
19964,1.2.0.0/16,"(3356, 2152, 25)"
398276,1.2.0.0/16,"(3356, 2152, 25)"
147161,1.2.0.0/16,"(149359, 38158, 1299, 10886, 27)"
61932,1.2.0.0/16,"(271253, 6762, 3257, 10886, 27)"
19887,1.2.0.0/16,"(3356, 2152, 25)"
19865,1.2.0.0/16,"(3356, 2152, 25)"
19674,1.2.0.0/16,"(3356, 2152, 25)"
19661,1.2.0.0/16,"(3356, 2152, 25)"
19650,1.2.0.0/16,"(3356, 2152, 25)"
19636,1.2.0.0/16,"(3356, 2152, 25)"
271894,1.2.0.0/16,"(3356, 2152, 25)"
19617,1.2.0.0/16,"(3356, 2152, 25)"
142317,1.2.0.0/16,"(64313, 174, 10886, 27)"
398004,1.2.0.0/16,"(6461, 10886, 27)"
19558,1.2.0.0/16,"(3356, 2152, 25)"
19542,1.2.0.0/16,"(3356, 2152, 25)"
146814,1.2.0.0/16,"(17622, 4837, 3257, 10886, 27)"
271800,1.2.0.0/16,"(7303, 3257, 10886, 27)"
19536,1.2.0.0/16,"(3356, 2152, 25)"
19534,1.2.0.0/16,"(3356, 2152, 25)"
19511,1.2.0.0/16,"(3356, 2152, 25)"
19503,1.2.0.0/16,"(3356, 2152, 25)"
19474,1.2.0.0/16,"(3356, 2152, 25)"
61517,1.2.0.0/16,"(3356, 2152, 25)"
56945,1.2.0.0/16,"(20804, 1299, 10886, 27)"
397861,1.2.0.0/16,"(7018, 3257, 10886, 27)"
19430,1.2.0.0/16,"(3356, 2152, 25)"
397817,1.2.0.0/16,"(7018, 3257, 10886, 27)"
19421,1.2.0.0/16,"(3356, 2152, 25)"
397808,1.2.0.0/16,"(3356, 2152, 25)"
19407,1.2.0.0/16,"(3356, 2152, 25)"
19400,1.2.0.0/16,"(3356, 2152, 25)"
61415,1.2.0.0/16,"(9063, 174, 10886, 27)"
19302,1.2.0.0/16,"(3356, 2152, 25)"
56773,1.2.0.0/16,"(46887, 1299, 10886, 27)"
142002,1.2.0.0/16,"(21859, 2152, 25)"
397689,1.2.0.0/16,"(286, 10886, 27)"
271560,1.2.0.0/16,"(61832, 3356, 2152, 25)"
61345,1.2.0.0/16,"(9121, 3356, 2152, 25)"
19253,1.2.0.0/16,"(3356, 2152, 25)"
19251,1.2.0.0/16,"(3356, 2152, 25)"
19190,1.2.0.0/16,"(3356, 2152, 25)"
19094,1.2.0.0/16,"(3356, 2152, 25)"
61137,1.2.0.0/16,"(15802, 3356, 2152, 25)"
274750,1.2.0.0/16,"(16735, 3356, 2152, 25)"
19063,1.2.0.0/16,"(3356, 2152, 25)"
19058,1.2.0.0/16,"(3356, 2152, 25)"
56529,1.2.0.0/16,"(12389, 174, 10886, 27)"
397445,1.2.0.0/16,"(3356, 2152, 25)"
61101,1.2.0.0/16,"(6768, 174, 10886, 27)"
19010,1.2.0.0/16,"(3356, 2152, 25)"
61053,1.2.0.0/16,"(9002, 3257, 10886, 27)"
60986,1.2.0.0/16,"(51054, 20485, 174, 10886, 27)"
18899,1.2.0.0/16,"(3356, 2152, 25)"
18872,1.2.0.0/16,"(3356, 2152, 25)"
60915,1.2.0.0/16,"(8359, 1299, 10886, 27)"
18858,1.2.0.0/16,"(3356, 2152, 25)"
271116,1.2.0.0/16,"(7738, 3356, 2152, 25)"
18826,1.2.0.0/16,"(3356, 2152, 25)"
18795,1.2.0.0/16,"(3356, 2152, 25)"
397182,1.2.0.0/16,"(3356, 2152, 25)"
60838,1.2.0.0/16,"(9038, 174, 10886, 27)"
18789,1.2.0.0/16,"(3356, 2152, 25)"
60832,1.2.0.0/16,"(3216, 174, 10886, 27)"
271047,1.2.0.0/16,"(7738, 3356, 2152, 25)"
18749,1.2.0.0/16,"(3356, 2152, 25)"
397136,1.2.0.0/16,"(812, 174, 10886, 27)"
271007,1.2.0.0/16,"(6762, 3257, 10886, 27)"
18719,1.2.0.0/16,"(3356, 2152, 25)"
18704,1.2.0.0/16,"(3356, 2152, 25)"
18697,1.2.0.0/16,"(3356, 2152, 25)"
15268,1.2.0.0/16,"(27026, 10886, 27)"
270955,1.2.0.0/16,"(265038, 3356, 2152, 25)"
18673,1.2.0.0/16,"(3356, 2152, 25)"
60716,1.2.0.0/16,"(2854, 1299, 10886, 27)"
18664,1.2.0.0/16,"(3356, 2152, 25)"
141270,1.2.0.0/16,"(9730, 9498, 3356, 2152, 25)"
396957,1.2.0.0/16,"(3356, 2152, 25)"
18550,1.2.0.0/16,"(3356, 2152, 25)"
18524,1.2.0.0/16,"(3356, 2152, 25)"
141224,1.2.0.0/16,"(55330, 17557, 174, 10886, 27)"
396911,1.2.0.0/16,"(7018, 3257, 10886, 27)"
270782,1.2.0.0/16,"(27693, 7195, 174, 10886, 27)"
18522,1.2.0.0/16,"(3356, 2152, 25)"
18515,1.2.0.0/16,"(3356, 2152, 25)"
18440,1.2.0.0/16,"(3356, 2152, 25)"
273075,1.2.0.0/16,"(52468, 174, 10886, 27)"
17388,1.2.0.0/16,"(3356, 2152, 25)"
54859,1.2.0.0/16,"(29909, 174, 10886, 27)"
395775,1.2.0.0/16,"(209, 3257, 10886, 27)"
273035,1.2.0.0/16,"(52468, 174, 10886, 27)"
17348,1.2.0.0/16,"(3356, 2152, 25)"
17322,1.2.0.0/16,"(3356, 2152, 25)"
273008,1.2.0.0/16,"(262589, 3356, 2152, 25)"
17321,1.2.0.0/16,"(3356, 2152, 25)"
59364,1.2.0.0/16,"(6939, 2152, 25)"
273001,1.2.0.0/16,"(262186, 3356, 2152, 25)"
17314,1.2.0.0/16,"(3356, 2152, 25)"
272957,1.2.0.0/16,"(262589, 3356, 2152, 25)"
17270,1.2.0.0/16,"(3356, 2152, 25)"
139970,1.2.0.0/16,"(140401, 7713, 3356, 2152, 25)"
395657,1.2.0.0/16,"(174, 10886, 27)"
17247,1.2.0.0/16,"(3356, 2152, 25)"
395634,1.2.0.0/16,"(3356, 2152, 25)"
272910,1.2.0.0/16,"(52468, 174, 10886, 27)"
139923,1.2.0.0/16,"(64050, 4766, 2152, 25)"
395610,1.2.0.0/16,"(174, 10886, 27)"
17206,1.2.0.0/16,"(3356, 2152, 25)"
17189,1.2.0.0/16,"(3356, 2152, 25)"
272871,1.2.0.0/16,"(394684, 174, 10886, 27)"
17168,1.2.0.0/16,"(3356, 2152, 25)"
395512,1.2.0.0/16,"(174, 10886, 27)"
17098,1.2.0.0/16,"(3356, 2152, 25)"
17068,1.2.0.0/16,"(3356, 2152, 25)"
54539,1.2.0.0/16,"(19653, 3356, 2152, 25)"
139768,1.2.0.0/16,"(15830, 6762, 3257, 10886, 27)"
395455,1.2.0.0/16,"(3356, 2152, 25)"
272730,1.2.0.0/16,"(262907, 3356, 2152, 25)"
17043,1.2.0.0/16,"(3356, 2152, 25)"
17030,1.2.0.0/16,"(3356, 2152, 25)"
139730,1.2.0.0/16,"(45352, 174, 10886, 27)"
54501,1.2.0.0/16,"(21766, 174, 10886, 27)"
395417,1.2.0.0/16,"(174, 10886, 27)"
59073,1.2.0.0/16,"(4808, 4837, 3257, 10886, 27)"
16998,1.2.0.0/16,"(3356, 2152, 25)"
16996,1.2.0.0/16,"(3356, 2152, 25)"
59034,1.2.0.0/16,"(4808, 4837, 3257, 10886, 27)"
269249,1.2.0.0/16,"(23106, 10429, 3356, 2152, 25)"
16989,1.2.0.0/16,"(3356, 2152, 25)"
272674,1.2.0.0/16,"(264517, 174, 10886, 27)"
16987,1.2.0.0/16,"(3356, 2152, 25)"
395374,1.2.0.0/16,"(174, 10886, 27)"
16954,1.2.0.0/16,"(3356, 2152, 25)"
272548,1.2.0.0/16,"(263400, 271253, 6762, 3257, 10886, 27)"
16861,1.2.0.0/16,"(3356, 2152, 25)"
16859,1.2.0.0/16,"(3356, 2152, 25)"
16809,1.2.0.0/16,"(3356, 2152, 25)"
16802,1.2.0.0/16,"(3356, 2152, 25)"
272429,1.2.0.0/16,"(265393, 6762, 3257, 10886, 27)"
16742,1.2.0.0/16,"(3356, 2152, 25)"
16707,1.2.0.0/16,"(3356, 2152, 25)"
16699,1.2.0.0/16,"(3356, 2152, 25)"
395086,1.2.0.0/16,"(10796, 3356, 2152, 25)"
16677,1.2.0.0/16,"(3356, 2152, 25)"
272274,1.2.0.0/16,"(52630, 174, 10886, 27)"
16587,1.2.0.0/16,"(3356, 2152, 25)"
268845,1.2.0.0/16,"(268696, 1031, 174, 10886, 27)"
16567,1.2.0.0/16,"(3356, 2152, 25)"
394954,1.2.0.0/16,"(2914, 3257, 10886, 27)"
58610,1.2.0.0/16,"(9790, 3356, 2152, 25)"
16542,1.2.0.0/16,"(3356, 2152, 25)"
16502,1.2.0.0/16,"(3356, 2152, 25)"
58545,1.2.0.0/16,"(4764, 174, 10886, 27)"
16492,1.2.0.0/16,"(3356, 2152, 25)"
394879,1.2.0.0/16,"(701, 3257, 10886, 27)"
16436,1.2.0.0/16,"(3356, 2152, 25)"
58479,1.2.0.0/16,"(7713, 3356, 2152, 25)"
272097,1.2.0.0/16,"(19114, 3356, 2152, 25)"
16410,1.2.0.0/16,"(3356, 2152, 25)"
268668,1.2.0.0/16,"(1031, 174, 10886, 27)"
16390,1.2.0.0/16,"(3356, 2152, 25)"
58433,1.2.0.0/16,"(4007, 9498, 3356, 2152, 25)"
139090,1.2.0.0/16,"(138950, 4134, 3257, 10886, 27)"
53861,1.2.0.0/16,"(16724, 33363, 7843, 2152, 25)"
394777,1.2.0.0/16,"(7018, 3257, 10886, 27)"
271679,1.2.0.0/16,"(273793, 8167, 3356, 2152, 25)"
15992,1.2.0.0/16,"(3356, 2152, 25)"
398572,1.2.0.0/16,"(33651, 3356, 2152, 25)"
57656,1.2.0.0/16,"(174, 10886, 27)"
271036,1.2.0.0/16,"(52573, 3356, 2152, 25)"
15349,1.2.0.0/16,"(3356, 2152, 25)"
57392,1.2.0.0/16,"(8708, 174, 10886, 27)"
15343,1.2.0.0/16,"(3356, 2152, 25)"
270979,1.2.0.0/16,"(14840, 6762, 3257, 10886, 27)"
15292,1.2.0.0/16,"(3356, 2152, 25)"
270971,1.2.0.0/16,"(264275, 8167, 3356, 2152, 25)"
15284,1.2.0.0/16,"(3356, 2152, 25)"
52755,1.2.0.0/16,"(16735, 3356, 2152, 25)"
393671,1.2.0.0/16,"(7018, 3257, 10886, 27)"
15281,1.2.0.0/16,"(3356, 2152, 25)"
270947,1.2.0.0/16,"(264872, 52468, 174, 10886, 27)"
15260,1.2.0.0/16,"(3356, 2152, 25)"
52731,1.2.0.0/16,"(53181, 3356, 2152, 25)"
393647,1.2.0.0/16,"(3356, 2152, 25)"
397076,1.2.0.0/16,"(13335, 2152, 25)"
