asn,prefix,as_path
398535,1.2.0.0/16,"(6461, 10886, 27)"
40901,1.2.0.0/16,"(701, 3257, 10886, 27)"
223,1.2.0.0/16,"(3356, 2152, 25)"
42266,1.2.0.0/16,"(286, 10886, 27)"
39443,1.2.0.0/16,"(3326, 174, 10886, 27)"
209901,1.2.0.0/16,"(44914, 174, 10886, 27)"
20976,1.2.0.0/16,"(286, 10886, 27)"
61876,1.2.0.0/16,"(264997, 6762, 3257, 10886, 27)"
147105,1.2.0.0/16,"(4761, 174, 10886, 27)"
21034,1.2.0.0/16,"(286, 10886, 27)"
63077,1.2.0.0/16,"(8001, 174, 10886, 27)"
212305,1.2.0.0/16,"(20804, 1299, 10886, 27)"
41847,1.2.0.0/16,"(61049, 174, 10886, 27)"
39561,1.2.0.0/16,"(59796, 1299, 10886, 27)"
62600,1.2.0.0/16,"(174, 10886, 27)"
272815,1.2.0.0/16,"(7049, 174, 10886, 27)"
21094,1.2.0.0/16,"(286, 10886, 27)"
63137,1.2.0.0/16,"(701, 3257, 10886, 27)"
21497,1.2.0.0/16,"(1299, 10886, 27)"
208311,1.2.0.0/16,"(174, 10886, 27)"
40139,1.2.0.0/16,"(3356, 2152, 25)"
21534,1.2.0.0/16,"(286, 10886, 27)"
42557,1.2.0.0/16,"(1764, 174, 10886, 27)"
15153,1.2.0.0/16,"(174, 10886, 27)"
270840,1.2.0.0/16,"(3356, 2152, 25)"
396969,1.2.0.0/16,"(5056, 174, 10886, 27)"
21804,1.2.0.0/16,"(3257, 10886, 27)"
609,1.2.0.0/16,"(3356, 2152, 25)"
22075,1.2.0.0/16,"(286, 10886, 27)"
22135,1.2.0.0/16,"(286, 10886, 27)"
11862,1.2.0.0/16,"(3356, 2152, 25)"
52762,1.2.0.0/16,"(21574, 174, 10886, 27)"
393678,1.2.0.0/16,"(174, 10886, 27)"
137991,1.2.0.0/16,"(6939, 2152, 25)"
38712,1.2.0.0/16,"(58717, 6762, 3257, 10886, 27)"
209170,1.2.0.0/16,"(174, 10886, 27)"
211456,1.2.0.0/16,"(35761, 6939, 2152, 25)"
40998,1.2.0.0/16,"(8708, 174, 10886, 27)"
22393,1.2.0.0/16,"(286, 10886, 27)"
149508,1.2.0.0/16,"(139901, 174, 10886, 27)"
64279,1.2.0.0/16,"(3356, 2152, 25)"
22236,1.2.0.0/16,"(7018, 3257, 10886, 27)"
22773,1.2.0.0/16,"(1299, 10886, 27)"
22838,1.2.0.0/16,"(286, 10886, 27)"
16249,1.2.0.0/16,"(3216, 174, 10886, 27)"
271936,1.2.0.0/16,"(174, 10886, 27)"
398065,1.2.0.0/16,"(6939, 2152, 25)"
2147,1.2.0.0/16,"(286, 10886, 27)"
22900,1.2.0.0/16,"(286, 10886, 27)"
401287,1.2.0.0/16,"(5769, 174, 10886, 27)"
22964,1.2.0.0/16,"(286, 10886, 27)"
22987,1.2.0.0/16,"(1299, 10886, 27)"
149116,1.2.0.0/16,"(7552, 3356, 2152, 25)"
53806,1.2.0.0/16,"(701, 3257, 10886, 27)"
267450,1.2.0.0/16,"(3356, 2152, 25)"
11763,1.2.0.0/16,"(6461, 10886, 27)"
22995,1.2.0.0/16,"(3257, 10886, 27)"
60466,1.2.0.0/16,"(3356, 2152, 25)"
401382,1.2.0.0/16,"(3356, 2152, 25)"
214458,1.2.0.0/16,"(56911, 174, 10886, 27)"
44000,1.2.0.0/16,"(3356, 2152, 25)"
41714,1.2.0.0/16,"(1680, 174, 10886, 27)"
212172,1.2.0.0/16,"(6697, 174, 10886, 27)"
23247,1.2.0.0/16,"(286, 10886, 27)"
23420,1.2.0.0/16,"(286, 10886, 27)"
23442,1.2.0.0/16,"(286, 10886, 27)"
57455,1.2.0.0/16,"(1299, 10886, 27)"
398371,1.2.0.0/16,"(174, 10886, 27)"
24817,1.2.0.0/16,"(3257, 10886, 27)"
25441,1.2.0.0/16,"(286, 10886, 27)"
151570,1.2.0.0/16,"(4787, 38158, 1299, 10886, 27)"
25575,1.2.0.0/16,"(286, 10886, 27)"
131639,1.2.0.0/16,"(134823, 174, 10886, 27)"
46410,1.2.0.0/16,"(1299, 10886, 27)"
4367,1.2.0.0/16,"(7018, 3257, 10886, 27)"
25657,1.2.0.0/16,"(286, 10886, 27)"
26258,1.2.0.0/16,"(286, 10886, 27)"
273685,1.2.0.0/16,"(266166, 174, 10886, 27)"
26260,1.2.0.0/16,"(286, 10886, 27)"
152389,1.2.0.0/16,"(4761, 174, 10886, 27)"
132264,1.2.0.0/16,"(38022, 3356, 2152, 25)"
47035,1.2.0.0/16,"(812, 174, 10886, 27)"
196740,1.2.0.0/16,"(35297, 174, 10886, 27)"
26282,1.2.0.0/16,"(286, 10886, 27)"
271489,1.2.0.0/16,"(3356, 2152, 25)"
15802,1.2.0.0/16,"(3356, 2152, 25)"
264838,1.2.0.0/16,"(174, 10886, 27)"
139852,1.2.0.0/16,"(4775, 174, 10886, 27)"
207013,1.2.0.0/16,"(41327, 1299, 10886, 27)"
36555,1.2.0.0/16,"(286, 10886, 27)"
26324,1.2.0.0/16,"(286, 10886, 27)"
196838,1.2.0.0/16,"(47394, 6939, 2152, 25)"
26380,1.2.0.0/16,"(286, 10886, 27)"
27364,1.2.0.0/16,"(1299, 10886, 27)"
48399,1.2.0.0/16,"(20764, 174, 10886, 27)"
132485,1.2.0.0/16,"(4755, 6453, 3257, 10886, 27)"
60284,1.2.0.0/16,"(1299, 10886, 27)"
401200,1.2.0.0/16,"(701, 3257, 10886, 27)"
6893,1.2.0.0/16,"(174, 10886, 27)"
198104,1.2.0.0/16,"(174, 10886, 27)"
27646,1.2.0.0/16,"(286, 10886, 27)"
266409,1.2.0.0/16,"(174, 10886, 27)"
269838,1.2.0.0/16,"(27947, 3356, 2152, 25)"
14151,1.2.0.0/16,"(701, 3257, 10886, 27)"
28729,1.2.0.0/16,"(286, 10886, 27)"
199250,1.2.0.0/16,"(3257, 10886, 27)"
28792,1.2.0.0/16,"(286, 10886, 27)"
28806,1.2.0.0/16,"(286, 10886, 27)"
264485,1.2.0.0/16,"(3356, 2152, 25)"
8798,1.2.0.0/16,"(174, 10886, 27)"
50304,1.2.0.0/16,"(1299, 10886, 27)"
29551,1.2.0.0/16,"(1299, 10886, 27)"
29788,1.2.0.0/16,"(286, 10886, 27)"
264757,1.2.0.0/16,"(11014, 6762, 3257, 10886, 27)"
9070,1.2.0.0/16,"(174, 10886, 27)"
200281,1.2.0.0/16,"(174, 10886, 27)"
29823,1.2.0.0/16,"(286, 10886, 27)"
29866,1.2.0.0/16,"(286, 10886, 27)"
265153,1.2.0.0/16,"(28229, 263444, 6762, 3257, 10886, 27)"
9466,1.2.0.0/16,"(703, 3356, 2152, 25)"
51152,1.2.0.0/16,"(200845, 174, 10886, 27)"
50009,1.2.0.0/16,"(34456, 20764, 174, 10886, 27)"
135238,1.2.0.0/16,"(9498, 3356, 2152, 25)"
30399,1.2.0.0/16,"(286, 10886, 27)"
209189,1.2.0.0/16,"(15924, 3257, 10886, 27)"
40879,1.2.0.0/16,"(209, 3257, 10886, 27)"
20126,1.2.0.0/16,"(600, 3356, 2152, 25)"
62169,1.2.0.0/16,"(31133, 174, 10886, 27)"
30937,1.2.0.0/16,"(286, 10886, 27)"
31570,1.2.0.0/16,"(286, 10886, 27)"
267089,1.2.0.0/16,"(16735, 3356, 2152, 25)"
11402,1.2.0.0/16,"(3356, 2152, 25)"
393824,1.2.0.0/16,"(81, 174, 10886, 27)"
52908,1.2.0.0/16,"(2914, 3257, 10886, 27)"
51765,1.2.0.0/16,"(174, 10886, 27)"
202613,1.2.0.0/16,"(31034, 174, 10886, 27)"
32155,1.2.0.0/16,"(286, 10886, 27)"
27928,1.2.0.0/16,"(23520, 3356, 2152, 25)"
198386,1.2.0.0/16,"(286, 10886, 27)"
267296,1.2.0.0/16,"(266181, 28283, 6762, 3257, 10886, 27)"
11609,1.2.0.0/16,"(701, 3257, 10886, 27)"
53652,1.2.0.0/16,"(7018, 3257, 10886, 27)"
208245,1.2.0.0/16,"(1764, 174, 10886, 27)"
40073,1.2.0.0/16,"(6461, 10886, 27)"
715,1.2.0.0/16,"(42, 10886, 27)"
62974,1.2.0.0/16,"(701, 3257, 10886, 27)"
28044,1.2.0.0/16,"(14259, 6762, 3257, 10886, 27)"
198502,1.2.0.0/16,"(3216, 174, 10886, 27)"
30330,1.2.0.0/16,"(3356, 2152, 25)"
202936,1.2.0.0/16,"(62081, 174, 10886, 27)"
32478,1.2.0.0/16,"(286, 10886, 27)"
32484,1.2.0.0/16,"(286, 10886, 27)"
30198,1.2.0.0/16,"(2544, 174, 10886, 27)"
200656,1.2.0.0/16,"(3356, 2152, 25)"
15146,1.2.0.0/16,"(1299, 10886, 27)"
270833,1.2.0.0/16,"(1031, 174, 10886, 27)"
32537,1.2.0.0/16,"(286, 10886, 27)"
63356,1.2.0.0/16,"(286, 10886, 27)"
21313,1.2.0.0/16,"(7342, 2152, 25)"
32624,1.2.0.0/16,"(286, 10886, 27)"
267820,1.2.0.0/16,"(7049, 174, 10886, 27)"
12133,1.2.0.0/16,"(174, 10886, 27)"
203344,1.2.0.0/16,"(31133, 174, 10886, 27)"
32886,1.2.0.0/16,"(286, 10886, 27)"
22696,1.2.0.0/16,"(3356, 2152, 25)"
268393,1.2.0.0/16,"(265482, 3356, 2152, 25)"
12706,1.2.0.0/16,"(3326, 174, 10886, 27)"
9277,1.2.0.0/16,"(9318, 2152, 25)"
264964,1.2.0.0/16,"(16735, 3356, 2152, 25)"
199483,1.2.0.0/16,"(3257, 10886, 27)"
33459,1.2.0.0/16,"(286, 10886, 27)"
396947,1.2.0.0/16,"(32709, 174, 10886, 27)"
15131,1.2.0.0/16,"(3356, 2152, 25)"
54327,1.2.0.0/16,"(174, 10886, 27)"
204622,1.2.0.0/16,"(174, 10886, 27)"
34164,1.2.0.0/16,"(1299, 10886, 27)"
262474,1.2.0.0/16,"(3356, 2152, 25)"
137488,1.2.0.0/16,"(140641, 9498, 3356, 2152, 25)"
52259,1.2.0.0/16,"(7049, 174, 10886, 27)"
34191,1.2.0.0/16,"(3257, 10886, 27)"
55514,1.2.0.0/16,"(4651, 3356, 2152, 25)"
10042,1.2.0.0/16,"(4766, 2152, 25)"
265729,1.2.0.0/16,"(7303, 3257, 10886, 27)"
6820,1.2.0.0/16,"(3216, 174, 10886, 27)"
262507,1.2.0.0/16,"(3356, 2152, 25)"
34224,1.2.0.0/16,"(3257, 10886, 27)"
269405,1.2.0.0/16,"(265482, 3356, 2152, 25)"
13718,1.2.0.0/16,"(701, 3257, 10886, 27)"
265976,1.2.0.0/16,"(264997, 6762, 3257, 10886, 27)"
204929,1.2.0.0/16,"(3326, 174, 10886, 27)"
34471,1.2.0.0/16,"(3257, 10886, 27)"
328772,1.2.0.0/16,"(37179, 3741, 174, 10886, 27)"
205380,1.2.0.0/16,"(49981, 6830, 3257, 10886, 27)"
34922,1.2.0.0/16,"(286, 10886, 27)"
34968,1.2.0.0/16,"(3257, 10886, 27)"
203140,1.2.0.0/16,"(9002, 3257, 10886, 27)"
269964,1.2.0.0/16,"(23520, 3356, 2152, 25)"
14277,1.2.0.0/16,"(174, 10886, 27)"
10848,1.2.0.0/16,"(3356, 2152, 25)"
266535,1.2.0.0/16,"(8167, 3356, 2152, 25)"
35030,1.2.0.0/16,"(286, 10886, 27)"
55819,1.2.0.0/16,"(6939, 2152, 25)"
35315,1.2.0.0/16,"(3257, 10886, 27)"
35994,1.2.0.0/16,"(1299, 10886, 27)"
204478,1.2.0.0/16,"(8758, 3303, 3257, 10886, 27)"
206866,1.2.0.0/16,"(15704, 3356, 2152, 25)"
36408,1.2.0.0/16,"(286, 10886, 27)"
395911,1.2.0.0/16,"(46887, 1299, 10886, 27)"
140224,1.2.0.0/16,"(174, 10886, 27)"
269782,1.2.0.0/16,"(61461, 174, 10886, 27)"
14095,1.2.0.0/16,"(7250, 174, 10886, 27)"
18724,1.2.0.0/16,"(174, 10886, 27)"
39477,1.2.0.0/16,"(286, 10886, 27)"
39729,1.2.0.0/16,"(286, 10886, 27)"
19102,1.2.0.0/16,"(3356, 2152, 25)"
15673,1.2.0.0/16,"(31133, 174, 10886, 27)"
271360,1.2.0.0/16,"(3356, 2152, 25)"
61145,1.2.0.0/16,"(6461, 10886, 27)"
397489,1.2.0.0/16,"(7018, 3257, 10886, 27)"
60608,1.2.0.0/16,"(12578, 174, 10886, 27)"
15136,1.2.0.0/16,"(35847, 174, 10886, 27)"
270823,1.2.0.0/16,"(61832, 3356, 2152, 25)"
39855,1.2.0.0/16,"(286, 10886, 27)"
210623,1.2.0.0/16,"(20473, 174, 10886, 27)"
40165,1.2.0.0/16,"(286, 10886, 27)"
210682,1.2.0.0/16,"(3216, 174, 10886, 27)"
40224,1.2.0.0/16,"(286, 10886, 27)"
52352,1.2.0.0/16,"(6057, 174, 10886, 27)"
393268,1.2.0.0/16,"(174, 10886, 27)"
19768,1.2.0.0/16,"(3356, 2152, 25)"
40521,1.2.0.0/16,"(286, 10886, 27)"
38235,1.2.0.0/16,"(174, 10886, 27)"
208693,1.2.0.0/16,"(3257, 10886, 27)"
210986,1.2.0.0/16,"(57043, 174, 10886, 27)"
40528,1.2.0.0/16,"(3257, 10886, 27)"
36335,1.2.0.0/16,"(6461, 10886, 27)"
206793,1.2.0.0/16,"(3257, 10886, 27)"
20016,1.2.0.0/16,"(174, 10886, 27)"
57487,1.2.0.0/16,"(20764, 174, 10886, 27)"
398403,1.2.0.0/16,"(3356, 2152, 25)"
41319,1.2.0.0/16,"(286, 10886, 27)"
20,1.2.0.0/16,"(174, 10886, 27)"
212521,1.2.0.0/16,"(209737, 48678, 15830, 6762, 3257, 10886, 27)"
42063,1.2.0.0/16,"(8220, 2152, 25)"
41764,1.2.0.0/16,"(286, 10886, 27)"
20804,1.2.0.0/16,"(1299, 10886, 27)"
62310,1.2.0.0/16,"(3356, 2152, 25)"
41935,1.2.0.0/16,"(3257, 10886, 27)"
270342,1.2.0.0/16,"(271253, 6762, 3257, 10886, 27)"
60127,1.2.0.0/16,"(8926, 174, 10886, 27)"
62812,1.2.0.0/16,"(6461, 10886, 27)"
21540,1.2.0.0/16,"(174, 10886, 27)"
18111,1.2.0.0/16,"(4764, 174, 10886, 27)"
63583,1.2.0.0/16,"(6453, 3257, 10886, 27)"
879,1.2.0.0/16,"(852, 174, 10886, 27)"
42922,1.2.0.0/16,"(8359, 1299, 10886, 27)"
63138,1.2.0.0/16,"(174, 10886, 27)"
399482,1.2.0.0/16,"(3356, 2152, 25)"
42385,1.2.0.0/16,"(286, 10886, 27)"
42463,1.2.0.0/16,"(286, 10886, 27)"
40177,1.2.0.0/16,"(33659, 3356, 2152, 25)"
267501,1.2.0.0/16,"(269194, 3356, 2152, 25)"
43520,1.2.0.0/16,"(286, 10886, 27)"
22846,1.2.0.0/16,"(3356, 2152, 25)"
209623,1.2.0.0/16,"(3209, 3356, 2152, 25)"
396400,1.2.0.0/16,"(2495, 174, 10886, 27)"
273700,1.2.0.0/16,"(53062, 6762, 3257, 10886, 27)"
18013,1.2.0.0/16,"(174, 10886, 27)"
149717,1.2.0.0/16,"(23947, 174, 10886, 27)"
64488,1.2.0.0/16,"(5578, 174, 10886, 27)"
43735,1.2.0.0/16,"(286, 10886, 27)"
23371,1.2.0.0/16,"(3356, 2152, 25)"
401758,1.2.0.0/16,"(4226, 174, 10886, 27)"
214582,1.2.0.0/16,"(51346, 3216, 174, 10886, 27)"
44124,1.2.0.0/16,"(286, 10886, 27)"
8925,1.2.0.0/16,"(42008, 48314, 30823, 44592, 6830, 3257, 10886, 27)"
394170,1.2.0.0/16,"(399855, 11164, 2152, 25)"
53254,1.2.0.0/16,"(54519, 209, 3257, 10886, 27)"
138483,1.2.0.0/16,"(7474, 3356, 2152, 25)"
24189,1.2.0.0/16,"(2687, 3257, 10886, 27)"
150318,1.2.0.0/16,"(60068, 174, 10886, 27)"
215400,1.2.0.0/16,"(49581, 3257, 10886, 27)"
44942,1.2.0.0/16,"(286, 10886, 27)"
3459,1.2.0.0/16,"(3356, 2152, 25)"
397766,1.2.0.0/16,"(271, 1299, 10886, 27)"
215423,1.2.0.0/16,"(1680, 174, 10886, 27)"
44965,1.2.0.0/16,"(286, 10886, 27)"
46379,1.2.0.0/16,"(286, 10886, 27)"
46467,1.2.0.0/16,"(286, 10886, 27)"
36574,1.2.0.0/16,"(20115, 2152, 25)"
5416,1.2.0.0/16,"(174, 10886, 27)"
46922,1.2.0.0/16,"(286, 10886, 27)"
47167,1.2.0.0/16,"(286, 10886, 27)"
215339,1.2.0.0/16,"(8708, 174, 10886, 27)"
132983,1.2.0.0/16,"(18229, 9498, 3356, 2152, 25)"
47754,1.2.0.0/16,"(286, 10886, 27)"
131840,1.2.0.0/16,"(4766, 2152, 25)"
262633,1.2.0.0/16,"(28283, 6762, 3257, 10886, 27)"
6946,1.2.0.0/16,"(209, 3257, 10886, 27)"
47846,1.2.0.0/16,"(1299, 10886, 27)"
133075,1.2.0.0/16,"(9790, 3356, 2152, 25)"
48452,1.2.0.0/16,"(3257, 10886, 27)"
134179,1.2.0.0/16,"(45437, 1299, 10886, 27)"
48950,1.2.0.0/16,"(3257, 10886, 27)"
262594,1.2.0.0/16,"(268624, 6762, 3257, 10886, 27)"
6907,1.2.0.0/16,"(8551, 174, 10886, 27)"
133036,1.2.0.0/16,"(9498, 3356, 2152, 25)"
132579,1.2.0.0/16,"(174, 10886, 27)"
263762,1.2.0.0/16,"(3356, 2152, 25)"
8075,1.2.0.0/16,"(2152, 25)"
49581,1.2.0.0/16,"(3257, 10886, 27)"
264468,1.2.0.0/16,"(263558, 3356, 2152, 25)"
8781,1.2.0.0/16,"(174, 10886, 27)"
136053,1.2.0.0/16,"(4800, 174, 10886, 27)"
50824,1.2.0.0/16,"(8220, 2152, 25)"
49681,1.2.0.0/16,"(34224, 3257, 10886, 27)"
134910,1.2.0.0/16,"(9498, 3356, 2152, 25)"
50287,1.2.0.0/16,"(286, 10886, 27)"
263931,1.2.0.0/16,"(262494, 7195, 174, 10886, 27)"
8244,1.2.0.0/16,"(6762, 3257, 10886, 27)"
200019,1.2.0.0/16,"(174, 10886, 27)"
29561,1.2.0.0/16,"(3216, 174, 10886, 27)"
50331,1.2.0.0/16,"(286, 10886, 27)"
263975,1.2.0.0/16,"(271600, 14840, 6762, 3257, 10886, 27)"
19512,1.2.0.0/16,"(3356, 2152, 25)"
51060,1.2.0.0/16,"(3257, 10886, 27)"
50151,1.2.0.0/16,"(20771, 174, 10886, 27)"
135380,1.2.0.0/16,"(6939, 2152, 25)"
264938,1.2.0.0/16,"(263903, 3356, 2152, 25)"
9251,1.2.0.0/16,"(45147, 174, 10886, 27)"
51303,1.2.0.0/16,"(286, 10886, 27)"
264947,1.2.0.0/16,"(53115, 3356, 2152, 25)"
9260,1.2.0.0/16,"(17557, 174, 10886, 27)"
197489,1.2.0.0/16,"(20485, 174, 10886, 27)"
27031,1.2.0.0/16,"(3356, 2152, 25)"
267502,1.2.0.0/16,"(53005, 263444, 6762, 3257, 10886, 27)"
139087,1.2.0.0/16,"(58470, 38193, 6762, 3257, 10886, 27)"
53858,1.2.0.0/16,"(3356, 2152, 25)"
203440,1.2.0.0/16,"(174, 10886, 27)"
32982,1.2.0.0/16,"(293, 10886, 27)"
267916,1.2.0.0/16,"(52468, 174, 10886, 27)"
12229,1.2.0.0/16,"(1299, 10886, 27)"
22502,1.2.0.0/16,"(3356, 2152, 25)"
43970,1.2.0.0/16,"(3216, 174, 10886, 27)"
39536,1.2.0.0/16,"(43578, 174, 10886, 27)"
209994,1.2.0.0/16,"(29075, 174, 10886, 27)"
41822,1.2.0.0/16,"(8359, 1299, 10886, 27)"
23217,1.2.0.0/16,"(852, 174, 10886, 27)"
60688,1.2.0.0/16,"(28757, 6939, 2152, 25)"
401604,1.2.0.0/16,"(6939, 2152, 25)"
199468,1.2.0.0/16,"(1299, 10886, 27)"
139718,1.2.0.0/16,"(138423, 38193, 6762, 3257, 10886, 27)"
54489,1.2.0.0/16,"(3257, 10886, 27)"
264704,1.2.0.0/16,"(7049, 174, 10886, 27)"
395428,1.2.0.0/16,"(33491, 3356, 2152, 25)"
54512,1.2.0.0/16,"(286, 10886, 27)"
264727,1.2.0.0/16,"(7303, 3257, 10886, 27)"
3147,1.2.0.0/16,"(3356, 2152, 25)"
139881,1.2.0.0/16,"(139009, 174, 10886, 27)"
395568,1.2.0.0/16,"(7018, 3257, 10886, 27)"
54652,1.2.0.0/16,"(286, 10886, 27)"
201866,1.2.0.0/16,"(20562, 15703, 57866, 6830, 3257, 10886, 27)"
270776,1.2.0.0/16,"(52468, 174, 10886, 27)"
15089,1.2.0.0/16,"(209, 3257, 10886, 27)"
142361,1.2.0.0/16,"(55655, 6939, 2152, 25)"
398048,1.2.0.0/16,"(7018, 3257, 10886, 27)"
57132,1.2.0.0/16,"(8708, 174, 10886, 27)"
141824,1.2.0.0/16,"(141014, 9498, 3356, 2152, 25)"
397511,1.2.0.0/16,"(19782, 11164, 2152, 25)"
56595,1.2.0.0/16,"(1299, 10886, 27)"
142350,1.2.0.0/16,"(55655, 6939, 2152, 25)"
398037,1.2.0.0/16,"(174, 10886, 27)"
57121,1.2.0.0/16,"(286, 10886, 27)"
52549,1.2.0.0/16,"(52941, 3356, 2152, 25)"
393465,1.2.0.0/16,"(3356, 2152, 25)"
57723,1.2.0.0/16,"(3257, 10886, 27)"
16481,1.2.0.0/16,"(3356, 2152, 25)"
398903,1.2.0.0/16,"(393442, 174, 10886, 27)"
57987,1.2.0.0/16,"(286, 10886, 27)"
12515,1.2.0.0/16,"(3269, 6762, 3257, 10886, 27)"
268202,1.2.0.0/16,"(23764, 6762, 3257, 10886, 27)"
39180,1.2.0.0/16,"(174, 10886, 27)"
59933,1.2.0.0/16,"(286, 10886, 27)"
17890,1.2.0.0/16,"(7594, 3356, 2152, 25)"
58108,1.2.0.0/16,"(3216, 174, 10886, 27)"
399024,1.2.0.0/16,"(286, 10886, 27)"
62680,1.2.0.0/16,"(7782, 6461, 10886, 27)"
19709,1.2.0.0/16,"(209, 3257, 10886, 27)"
61215,1.2.0.0/16,"(286, 10886, 27)"
40564,1.2.0.0/16,"(174, 10886, 27)"
61317,1.2.0.0/16,"(3257, 10886, 27)"
200956,1.2.0.0/16,"(174, 10886, 27)"
30498,1.2.0.0/16,"(701, 3257, 10886, 27)"
14011,1.2.0.0/16,"(174, 10886, 27)"
269698,1.2.0.0/16,"(268177, 14840, 6762, 3257, 10886, 27)"
62168,1.2.0.0/16,"(286, 10886, 27)"
53372,1.2.0.0/16,"(22773, 1299, 10886, 27)"
394288,1.2.0.0/16,"(6461, 10886, 27)"
62240,1.2.0.0/16,"(1299, 10886, 27)"
62403,1.2.0.0/16,"(3257, 10886, 27)"
21207,1.2.0.0/16,"(13335, 2152, 25)"
58678,1.2.0.0/16,"(9583, 174, 10886, 27)"
399594,1.2.0.0/16,"(3356, 2152, 25)"
41960,1.2.0.0/16,"(1299, 10886, 27)"
62713,1.2.0.0/16,"(286, 10886, 27)"
20670,1.2.0.0/16,"(49785, 174, 10886, 27)"
42081,1.2.0.0/16,"(137, 174, 10886, 27)"
39795,1.2.0.0/16,"(8220, 2152, 25)"
210253,1.2.0.0/16,"(8220, 2152, 25)"
208176,1.2.0.0/16,"(174, 10886, 27)"
62905,1.2.0.0/16,"(286, 10886, 27)"
893,1.2.0.0/16,"(6939, 2152, 25)"
21646,1.2.0.0/16,"(286, 10886, 27)"
63689,1.2.0.0/16,"(4812, 4134, 3257, 10886, 27)"
63152,1.2.0.0/16,"(286, 10886, 27)"
42612,1.2.0.0/16,"(174, 10886, 27)"
21859,1.2.0.0/16,"(2152, 25)"
59330,1.2.0.0/16,"(1221, 3356, 2152, 25)"
400246,1.2.0.0/16,"(3356, 2152, 25)"
208636,1.2.0.0/16,"(174, 10886, 27)"
40464,1.2.0.0/16,"(27446, 174, 10886, 27)"
63365,1.2.0.0/16,"(286, 10886, 27)"
1124,1.2.0.0/16,"(1103, 3257, 10886, 27)"
43167,1.2.0.0/16,"(3292, 2152, 25)"
63383,1.2.0.0/16,"(286, 10886, 27)"
21904,1.2.0.0/16,"(209, 3257, 10886, 27)"
17698,1.2.0.0/16,"(9354, 2516, 2152, 25)"
61820,1.2.0.0/16,"(263327, 7195, 174, 10886, 27)"
147049,1.2.0.0/16,"(1299, 10886, 27)"
399307,1.2.0.0/16,"(174, 10886, 27)"
197429,1.2.0.0/16,"(286, 10886, 27)"
10796,1.2.0.0/16,"(3356, 2152, 25)"
52839,1.2.0.0/16,"(3356, 2152, 25)"
197573,1.2.0.0/16,"(286, 10886, 27)"
27254,1.2.0.0/16,"(3356, 2152, 25)"
197712,1.2.0.0/16,"(286, 10886, 27)"
202606,1.2.0.0/16,"(43366, 6830, 3257, 10886, 27)"
32148,1.2.0.0/16,"(2544, 174, 10886, 27)"
40558,1.2.0.0/16,"(174, 10886, 27)"
137672,1.2.0.0/16,"(17665, 9498, 3356, 2152, 25)"
393359,1.2.0.0/16,"(701, 3257, 10886, 27)"
198761,1.2.0.0/16,"(286, 10886, 27)"
33166,1.2.0.0/16,"(174, 10886, 27)"
30880,1.2.0.0/16,"(42708, 1299, 10886, 27)"
201338,1.2.0.0/16,"(286, 10886, 27)"
199190,1.2.0.0/16,"(286, 10886, 27)"
28890,1.2.0.0/16,"(3216, 174, 10886, 27)"
199348,1.2.0.0/16,"(3257, 10886, 27)"
262530,1.2.0.0/16,"(53115, 3356, 2152, 25)"
269181,1.2.0.0/16,"(10429, 3356, 2152, 25)"
13494,1.2.0.0/16,"(174, 10886, 27)"
139623,1.2.0.0/16,"(4764, 174, 10886, 27)"
30764,1.2.0.0/16,"(174, 10886, 27)"
201222,1.2.0.0/16,"(286, 10886, 27)"
141523,1.2.0.0/16,"(133296, 9498, 3356, 2152, 25)"
56294,1.2.0.0/16,"(174, 10886, 27)"
201565,1.2.0.0/16,"(286, 10886, 27)"
35707,1.2.0.0/16,"(1273, 3257, 10886, 27)"
31273,1.2.0.0/16,"(174, 10886, 27)"
201731,1.2.0.0/16,"(286, 10886, 27)"
206376,1.2.0.0/16,"(46786, 174, 10886, 27)"
35918,1.2.0.0/16,"(174, 10886, 27)"
201942,1.2.0.0/16,"(3257, 10886, 27)"
44328,1.2.0.0/16,"(3292, 2152, 25)"
2285,1.2.0.0/16,"(5511, 3257, 10886, 27)"
265574,1.2.0.0/16,"(174, 10886, 27)"
395132,1.2.0.0/16,"(7018, 3257, 10886, 27)"
54216,1.2.0.0/16,"(3356, 2152, 25)"
139445,1.2.0.0/16,"(4787, 38158, 1299, 10886, 27)"
13316,1.2.0.0/16,"(7303, 3257, 10886, 27)"
203315,1.2.0.0/16,"(286, 10886, 27)"
398991,1.2.0.0/16,"(174, 10886, 27)"
203346,1.2.0.0/16,"(286, 10886, 27)"
35174,1.2.0.0/16,"(42927, 3356, 2152, 25)"
203724,1.2.0.0/16,"(286, 10886, 27)"
266214,1.2.0.0/16,"(1031, 174, 10886, 27)"
272865,1.2.0.0/16,"(263703, 23520, 3356, 2152, 25)"
17178,1.2.0.0/16,"(3356, 2152, 25)"
203955,1.2.0.0/16,"(286, 10886, 27)"
199772,1.2.0.0/16,"(174, 10886, 27)"
29314,1.2.0.0/16,"(1299, 10886, 27)"
204777,1.2.0.0/16,"(286, 10886, 27)"
273800,1.2.0.0/16,"(262342, 14840, 6762, 3257, 10886, 27)"
18113,1.2.0.0/16,"(2687, 3257, 10886, 27)"
401072,1.2.0.0/16,"(10796, 3356, 2152, 25)"
60156,1.2.0.0/16,"(16302, 174, 10886, 27)"
34432,1.2.0.0/16,"(3223, 6762, 3257, 10886, 27)"
